;total_pacotes;total_pacotes_icmp;total_pacotes_udp;total_pacotes_tcp;maior_pacote;menor_pacote;soma_pacotes;total_ips_origem;total_ips_destino;porta_origem_mais_frequente;porta_destino_mais_frequente;has_bot
3716;2427;2;80;2206;1514;60;1877778;189;184;80.0;80.0;0
3717;3227;2;87;3067;1514;60;2468593;180;196;80.0;80.0;0
3718;2910;6;126;2716;1514;60;2400272;178;173;80.0;80.0;0
3719;2319;6;116;2177;1514;60;1676170;178;182;80.0;80.0;1
3720;2219;6;126;2041;1514;60;1754225;176;177;80.0;54939.0;0
3721;3008;6;151;2764;1514;60;2421492;183;196;80.0;80.0;0
3722;2688;10;117;2486;1514;60;2114994;179;176;80.0;80.0;0
3723;3015;6;147;2774;1514;60;2491022;175;178;80.0;80.0;1
3724;2769;4;224;2447;1514;60;2112557;180;183;80.0;80.0;0
3725;3464;2;87;3294;1514;60;2849487;181;184;80.0;80.0;0
3726;3732;7;122;3543;1514;60;2918927;202;196;80.0;80.0;1
3727;3838;3;90;3686;1514;60;3325992;151;155;80.0;80.0;0
3728;3790;5;85;3633;1514;60;3290419;158;163;80.0;80.0;0
3729;2931;6;89;2749;1514;60;2306166;157;158;8082.0;8082.0;0
3730;3275;5;115;3117;1514;60;2517448;184;186;80.0;80.0;0
3731;3677;6;127;3501;1514;60;3118791;177;194;80.0;80.0;0
3732;3552;2;136;3310;1514;60;3036342;184;190;80.0;80.0;0
3733;3212;3;124;3062;1514;60;2510187;165;175;80.0;80.0;0
3734;3130;2;155;2926;1514;60;2534309;176;191;80.0;80.0;0
3735;2289;6;150;2024;1514;60;1792026;149;162;8082.0;16712.0;0
3736;2295;3;130;2105;1514;60;1692778;147;148;80.0;80.0;0
3737;3441;3;136;3213;1514;60;2832260;177;189;80.0;80.0;0
3738;1200;0;79;1117;1514;60;890867;113;118;80.0;80.0;0
3739;422;0;21;377;1514;60;313726;57;60;80.0;13121.0;0
3740;2740;3;109;2618;1514;60;2228251;161;168;80.0;80.0;0
3741;2461;6;131;2282;1514;60;1936435;165;170;80.0;80.0;0
3742;2623;10;107;2416;1514;60;1975729;155;158;64844.0;59753.0;0
3743;3035;6;101;2877;1514;60;2414165;154;156;80.0;80.0;1
3744;2110;6;97;1963;1514;60;1586096;139;140;80.0;80.0;0
3745;2994;4;129;2822;1514;60;2408131;160;169;80.0;4995.0;0
3746;5206;4;93;5092;1514;60;4851044;129;136;80.0;4995.0;0
3747;2167;2;91;2003;1514;60;1575258;138;152;80.0;80.0;0
3748;2181;3;81;2036;1514;60;1733127;140;143;80.0;80.0;0
3749;2472;2;116;2327;1514;60;2055085;149;152;80.0;80.0;1
3750;2668;2;125;2533;1514;60;2175069;165;171;80.0;80.0;0
3751;2639;4;129;2461;1514;60;2007569;194;195;80.0;80.0;0
3752;2605;3;90;2473;1514;60;1991782;159;162;80.0;80.0;0
3753;2598;10;123;2380;1514;60;1976703;156;164;80.0;80.0;0
3754;2260;5;100;2112;1514;60;1740132;157;159;80.0;80.0;1
3755;2751;5;87;2566;1514;60;2447718;149;147;80.0;54939.0;0
3756;2137;0;87;1967;1514;60;1616606;147;149;80.0;2343.0;0
3757;1815;3;111;1632;1514;60;1438581;168;165;80.0;54939.0;0
3758;2398;1;84;2258;1514;60;1924268;142;142;80.0;80.0;0
3759;2045;0;91;1937;1514;60;1606800;134;136;80.0;80.0;0
3760;2755;5;138;2572;1514;60;1996122;181;205;80.0;80.0;0
3761;2206;5;210;1946;1514;60;1507403;185;180;80.0;39064.0;0
3762;3075;8;158;2862;1514;60;2598375;177;177;80.0;54939.0;0
3763;2288;2;157;2044;1514;60;1621511;167;180;80.0;80.0;0
3764;2845;2;209;2615;1514;60;2120768;171;183;80.0;80.0;0
3765;2045;2;104;1896;1514;60;1546047;149;155;80.0;80.0;0
3766;3145;5;102;2969;1514;60;2491230;165;170;80.0;80.0;1
3767;2911;13;122;2728;1514;60;2325048;172;181;80.0;80.0;0
3768;3300;5;104;3081;1514;60;2451776;154;146;80.0;80.0;0
3769;3884;5;116;3687;1514;60;2887127;170;174;80.0;80.0;0
3770;2592;8;92;2421;1514;60;1954724;146;147;80.0;39064.0;1
3771;2701;3;122;2514;1514;60;2070126;165;174;80.0;39064.0;1
3772;2205;3;127;2028;1514;60;1601706;159;162;80.0;2343.0;0
3773;3461;4;111;3293;1514;60;2836798;167;164;80.0;80.0;0
3774;2576;2;107;2387;1514;60;1941569;146;159;80.0;80.0;0
3775;2707;2;117;2539;1514;60;2021473;159;166;80.0;80.0;1
3776;3006;6;121;2785;1514;60;2351201;157;163;80.0;80.0;0
3777;3351;3;96;3200;1514;60;2860263;152;163;80.0;80.0;0
3778;2477;4;191;2247;1514;60;1877015;169;181;80.0;80.0;0
3779;2474;3;126;2277;1514;60;1910536;155;162;80.0;80.0;1
3780;2585;5;141;2380;1514;60;2049983;170;172;80.0;80.0;0
3781;1767;1;117;1589;1514;60;1218412;152;171;49600.0;39064.0;0
3782;3005;2;120;2833;1514;60;2468864;152;158;80.0;80.0;0
3783;3027;5;159;2591;1514;60;2230630;178;182;80.0;80.0;0
3784;2617;3;91;2439;1514;60;1985358;150;154;80.0;80.0;1
3785;1900;2;115;1644;1514;60;1332643;142;158;80.0;80.0;0
3786;2883;2;112;2670;1514;60;2339812;166;185;80.0;80.0;0
3787;2623;1;160;2410;1514;60;2020641;167;172;80.0;80.0;0
3788;2143;1;134;1974;1514;60;1648918;160;168;80.0;80.0;0
3789;2335;6;139;2153;1514;60;1837817;155;161;80.0;80.0;1
3790;2534;2;111;2387;1514;60;2025333;167;177;80.0;80.0;0
3791;2688;1;271;2372;1514;60;2208909;169;198;80.0;80.0;0
3792;2164;5;200;1922;1514;60;1698629;173;167;80.0;80.0;0
3793;2925;8;134;2698;1514;60;2393936;172;174;80.0;80.0;0
3794;2618;6;142;2408;1514;60;2041601;175;183;80.0;80.0;0
3795;2769;4;166;2515;1514;60;2160675;171;197;80.0;80.0;0
3796;2867;1;112;2647;1514;60;2239943;164;165;80.0;80.0;0
3797;2284;4;88;2159;1514;60;1767392;150;162;80.0;80.0;1
3798;2865;5;141;2656;1514;60;2291437;165;174;80.0;80.0;0
3799;2086;2;107;1933;1514;60;1647293;144;142;80.0;54939.0;0
3800;2718;4;135;2540;1514;60;2174157;164;178;80.0;80.0;0
3801;2476;6;136;2284;1514;60;1788240;165;161;80.0;80.0;0
3802;2725;5;107;2562;1514;60;2208517;141;158;80.0;80.0;0
3803;2595;2;93;2450;1514;60;2026761;176;172;80.0;80.0;0
3804;2839;7;95;2602;1514;60;2253791;156;168;80.0;80.0;0
3805;3044;2;109;2775;1514;60;2294308;160;163;80.0;80.0;0
3806;2436;4;116;2215;1514;60;1842796;188;200;80.0;54939.0;0
3807;2917;2;98;2704;1514;60;2338739;166;168;80.0;80.0;1
3808;2913;5;136;2737;1514;60;2394219;160;171;80.0;80.0;0
3809;3513;3;193;3255;1514;60;2821803;167;169;80.0;1039.0;0
3810;5000;5;237;4687;1514;60;4325830;191;205;80.0;80.0;0
3811;2141;1;131;1969;1514;60;1515154;167;160;80.0;80.0;0
3812;3093;10;414;2612;1514;60;2511918;195;203;80.0;80.0;0
3813;1340;3;296;1030;1514;60;1058731;135;133;80.0;54939.0;0
3814;0;0;0;0;0;0;0;0;0;0.0;0.0;0
3815;2591;2;104;2404;1514;60;1695057;155;162;80.0;3026.0;0
3816;3136;8;142;2927;1514;60;2445019;193;203;80.0;80.0;0
3817;2290;6;99;2136;1514;60;1791315;163;158;80.0;54939.0;0
3818;1672;0;24;1644;1514;60;1223220;77;78;80.0;3027.0;0
3819;0;0;0;0;0;0;0;0;0;0.0;0.0;0
3820;3096;2;147;2796;1514;60;2163142;188;197;80.0;80.0;0
3821;2476;8;137;2233;1514;60;1760736;188;192;80.0;80.0;0
3822;3044;5;166;2806;1514;60;2165257;175;187;80.0;80.0;0
3823;2586;1;136;2379;1514;60;1823765;177;173;80.0;80.0;0
3824;2493;5;131;2307;1514;60;1900498;179;188;80.0;80.0;0
3825;2198;4;165;1933;1514;60;1752583;176;188;80.0;54939.0;0
3826;2435;2;155;2205;1514;60;1657748;194;203;80.0;80.0;0
3827;2157;7;124;1973;1514;60;1623822;189;193;80.0;54939.0;0
3828;2802;6;109;2608;1514;60;2174781;166;169;80.0;80.0;0
3829;2685;11;169;2447;1514;60;1992647;164;171;80.0;80.0;0
3830;12657;7;155;12431;1514;60;2906868;162;168;25.0;2332.0;1
3831;7047;9;198;6768;1514;60;1984574;158;165;25.0;2332.0;0
3832;3124;5;148;2916;1514;60;2625525;155;157;80.0;80.0;0
3833;2254;7;153;1970;1514;60;1640657;161;172;80.0;2343.0;0
3834;1909;1;128;1737;1514;60;1387206;164;183;80.0;13121.0;0
3835;2497;6;172;2256;1514;60;1890173;188;193;80.0;80.0;0
3836;2336;6;129;2140;1514;60;1763387;160;171;80.0;80.0;1
3837;2261;4;136;2081;1514;60;1658039;157;165;80.0;80.0;0
3838;2536;6;120;2367;1514;60;2061720;142;156;80.0;11200.0;1
3839;1592;4;122;1436;1514;60;1128337;146;155;80.0;80.0;1
3840;2542;5;157;2319;1514;60;1771135;145;153;80.0;80.0;0
3841;2682;4;174;2457;1514;60;2011908;168;184;80.0;80.0;1
3842;2080;9;168;1871;1514;60;1453603;157;174;64844.0;59753.0;0
3843;2453;7;258;2152;1514;60;1751734;194;223;80.0;2343.0;1
3844;2915;9;137;2723;1514;60;2281161;173;174;80.0;80.0;0
3845;2481;8;157;2269;1514;60;1830719;197;200;80.0;80.0;0
3846;1916;8;125;1711;1514;60;1343768;177;181;80.0;80.0;0
3847;2187;10;136;1994;1514;60;1658765;157;166;80.0;80.0;0
3848;2226;2;107;2099;1514;60;1704795;137;140;80.0;2343.0;0
3849;2435;9;152;2224;1514;60;1876225;164;178;80.0;13121.0;0
3850;2038;8;130;1856;1514;60;1556416;164;173;80.0;80.0;0
3851;1875;4;167;1637;1514;60;1376450;166;172;80.0;2343.0;0
3852;1505;5;148;1314;1514;60;1099137;160;161;49600.0;39064.0;1
3853;2395;11;139;2181;1514;60;1762607;178;181;80.0;80.0;0
3854;2484;3;136;2284;1514;60;1838184;178;183;80.0;80.0;0
3855;1880;3;299;1514;1514;60;1160329;213;232;62860.0;13121.0;0
3856;3242;4;127;2977;1514;60;2622023;160;177;80.0;80.0;0
3857;6282;5;162;6063;1514;60;5395153;182;189;80.0;53485.0;0
3858;2737;9;305;2379;1514;60;1927159;270;295;80.0;80.0;0
3859;2251;9;168;2019;1514;60;1716414;176;173;64844.0;59753.0;0
3860;3168;7;133;2935;1514;60;2616046;172;191;80.0;51409.0;0
3861;4479;6;180;4167;1514;60;3817377;196;206;80.0;51409.0;0
3862;3095;5;116;2871;1514;60;2558896;180;186;80.0;51409.0;0
3863;2872;5;163;2624;1514;60;2127886;185;191;80.0;80.0;0
3864;2550;7;184;2283;1514;60;1785618;190;200;80.0;80.0;0
3865;1796;7;140;1575;1514;60;1242310;168;176;49600.0;39064.0;0
3866;2179;8;96;2005;1514;60;1644361;156;158;80.0;80.0;0
3867;2069;7;168;1885;1514;60;1639477;156;162;80.0;80.0;0
3868;2052;5;170;1819;1514;60;1436875;162;169;80.0;80.0;0
3869;1488;7;120;1324;1514;60;1116380;154;156;64844.0;59753.0;0
3870;2307;12;144;2091;1514;60;1819916;159;160;80.0;80.0;0
3871;2408;7;233;2111;1514;60;1840635;171;172;80.0;59753.0;0
3872;2771;3;135;2597;1514;60;2234342;155;161;80.0;80.0;0
3873;2068;2;120;1894;1514;60;1520795;164;164;80.0;80.0;0
3874;2220;5;478;1700;1514;60;1734452;130;140;80.0;2343.0;0
3875;2442;4;526;1853;1514;60;1922651;156;167;80.0;80.0;0
3876;2468;4;544;1840;1514;60;1918127;166;168;7103.0;39064.0;0
3877;2446;2;522;1886;1514;60;1987846;145;139;80.0;2343.0;1
3878;2655;13;589;2008;1514;60;2027964;175;183;80.0;80.0;0
3879;2472;2;571;1862;1514;60;1980861;163;168;80.0;80.0;1
3880;1933;7;549;1343;1514;60;1456543;162;161;7103.0;13121.0;0
3881;2582;10;541;1948;1514;60;2007734;168;170;7103.0;2343.0;1
3882;3065;2;533;2482;1514;60;2555337;143;138;80.0;80.0;0
3883;2688;2;534;2086;1514;60;2116796;155;154;80.0;80.0;0
3884;2178;6;449;1697;1514;60;1619220;163;173;7103.0;13121.0;0
3885;2542;5;127;2346;1514;60;1872406;149;154;80.0;80.0;1
3886;3488;1;113;3244;1514;60;2612552;162;161;80.0;80.0;0
3887;2031;1;110;1909;1514;60;1527954;154;156;80.0;80.0;0
3888;5080;3;95;4875;1514;60;4050859;162;171;8887.0;25.0;0
3889;3738;3;131;3512;1514;60;2835335;167;170;80.0;80.0;0
3890;2550;0;97;2409;1514;60;1968855;134;141;80.0;80.0;0
3891;2064;7;170;1832;1514;60;1518922;177;190;64844.0;59753.0;0
3892;2658;4;134;2480;1514;60;2108919;157;157;80.0;80.0;0
3893;2541;7;199;2286;1514;60;1849350;180;185;80.0;2343.0;0
3894;2356;5;147;2180;1514;60;1761563;171;170;80.0;59753.0;0
3895;1727;6;117;1565;1514;60;1198341;148;150;64844.0;59753.0;0
3896;1873;7;103;1643;1514;60;1313192;148;154;80.0;2343.0;0
3897;2137;8;120;1993;1514;60;1704364;149;156;80.0;80.0;0
3898;2430;5;103;2256;1514;60;1917152;133;137;80.0;2343.0;0
3899;1453;5;161;1244;1514;60;1007196;138;140;62860.0;13121.0;1
3900;1665;6;199;1417;1514;60;1152478;155;163;80.0;59753.0;0
3901;2165;6;359;1754;1514;60;1665660;150;152;80.0;2343.0;1
3902;2195;2;109;1767;1514;60;1556478;139;139;80.0;2343.0;0
3903;2083;3;201;1830;1514;60;1556015;162;170;80.0;80.0;0
3904;2564;0;107;2376;1514;60;1991041;151;156;80.0;80.0;1
3905;2310;5;142;2117;1514;60;1753007;174;173;80.0;80.0;0
3906;2079;2;130;1841;1514;60;1438129;168;183;80.0;80.0;0
3907;5351;0;163;5100;1514;60;4679341;160;163;80.0;1059.0;0
3908;6519;2;108;5803;1514;60;5724819;168;172;80.0;1059.0;1
3909;2548;3;219;2140;1514;60;2013950;149;161;80.0;80.0;0
3910;9312;2;495;8776;1514;60;5283119;140;149;25.0;15380.0;0
3911;2158;8;544;1548;1514;60;1744234;138;151;7103.0;39064.0;0
3912;2693;4;544;2035;1514;60;2050969;145;148;80.0;2343.0;0
3913;2431;5;545;1812;1514;60;1803074;157;167;7103.0;36918.0;0
3914;2772;2;571;2159;1514;60;2144713;163;173;80.0;2343.0;0
3915;2780;3;518;2185;1514;60;2056667;163;166;80.0;2343.0;0
3916;1951;4;585;1318;1514;60;1452690;171;191;7103.0;7543.0;0
3917;3112;3;701;2358;1514;60;2365954;232;255;80.0;80.0;0
3918;2099;3;544;1518;1514;60;1560073;162;153;7103.0;39064.0;0
3919;2682;1;577;2054;1514;60;2044414;166;194;80.0;2343.0;0
3920;3535;9;547;2962;1514;60;2918912;179;189;80.0;80.0;0
3921;2864;12;543;2183;1514;60;2113631;180;185;7103.0;39064.0;0
3922;2906;6;232;2582;1514;60;2133259;170;176;80.0;80.0;0
3923;2648;8;266;2213;1514;60;1857064;198;220;80.0;59753.0;0
3924;3110;15;380;2666;1514;60;2560229;152;161;80.0;80.0;0
3925;2786;5;532;2203;1514;60;2305800;141;146;80.0;80.0;0
3926;2107;12;350;1696;1514;60;1628036;176;179;80.0;39064.0;0
3927;2691;8;342;2271;1514;60;2056990;182;184;80.0;80.0;1
3928;3781;6;325;3279;1514;60;3064164;162;167;80.0;80.0;0
3929;2908;6;330;2494;1514;60;2445153;168;171;80.0;36631.0;0
3930;3880;6;339;3492;1514;60;3360119;168;170;80.0;80.0;0
3931;3136;5;333;2755;1514;60;2629153;160;168;80.0;80.0;0
3932;3010;3;328;2644;1514;60;2558328;156;158;80.0;36631.0;0
3933;3708;2;346;3257;1514;60;3036282;175;182;80.0;80.0;0
3934;2178;6;318;1777;1514;60;1586967;161;161;64844.0;59753.0;0
3935;3037;4;331;2678;1514;60;2353469;166;170;80.0;2343.0;0
3936;2217;2;291;1869;1514;60;1727736;156;166;80.0;59753.0;0
3937;3312;2;360;2748;1514;60;2316877;193;190;80.0;80.0;1
3938;2395;5;342;1862;1514;60;1612900;183;191;64844.0;59753.0;0
3939;3459;4;170;3010;1514;60;2495046;158;158;80.0;80.0;0
3940;1511;5;128;1325;1514;60;973689;168;177;64844.0;59753.0;0
3941;2410;1;151;2104;1514;60;1666072;172;177;80.0;80.0;1
3942;1968;7;127;1733;1514;60;1377792;166;172;80.0;59753.0;0
3943;2816;2;84;2661;1514;60;2224946;146;152;80.0;80.0;0
3944;2526;9;147;2296;1514;60;2005061;188;199;80.0;80.0;0
3945;2383;3;94;2243;1514;60;1874394;136;143;80.0;80.0;1
3946;3348;4;93;3195;1514;60;2580022;147;155;80.0;2343.0;0
3947;3212;4;90;3043;1514;60;2523918;163;179;80.0;80.0;0
3948;3818;7;93;3617;1514;60;3183389;170;169;80.0;80.0;0
3949;3311;11;91;3069;1514;60;2751092;150;165;80.0;39064.0;0
3950;3170;6;151;2869;1514;60;2276970;181;180;80.0;80.0;0
3951;3139;4;159;2897;1514;60;2321686;207;212;80.0;80.0;1
3952;2405;4;99;2223;1514;60;1891904;148;156;80.0;80.0;0
3953;2330;5;117;2157;1514;60;1643319;191;209;80.0;80.0;0
3954;1852;4;117;1690;1514;60;1454328;158;171;80.0;13121.0;0
3955;1867;2;145;1652;1514;60;1390596;166;168;62860.0;13121.0;0
3956;2097;4;94;1944;1514;60;1489547;158;169;80.0;2343.0;0
3957;1861;8;103;1714;1514;60;1367975;152;171;80.0;80.0;0
3958;1479;4;97;1330;1514;60;1119859;152;152;80.0;39064.0;0
3959;2638;7;123;2473;1514;60;1920848;174;183;80.0;80.0;0
3960;2375;6;79;2203;1514;60;1856737;142;145;80.0;80.0;0
3961;1691;9;151;1465;1514;60;1166514;167;176;62860.0;13121.0;0
3962;2478;5;90;2288;1514;60;2016301;138;142;80.0;80.0;0
3963;2300;10;130;2120;1514;60;1683715;172;190;80.0;80.0;0
3964;1943;5;85;1805;1514;60;1527145;131;137;62860.0;13121.0;0
3965;2829;8;195;2578;1514;60;2095260;193;197;80.0;80.0;0
3966;2581;2;118;2419;1514;60;1980754;183;181;80.0;80.0;0
3967;2041;1;263;1749;1514;60;1625213;133;147;80.0;80.0;0
3968;2461;5;195;2197;1514;60;1986766;139;142;80.0;2343.0;1
3969;3286;4;210;2960;1514;60;2952273;164;170;80.0;33667.0;0
3970;5970;3;243;5619;1514;60;5477245;177;185;80.0;80.0;0
3971;3699;10;226;3395;1514;60;3261317;182;175;80.0;80.0;0
3972;3185;6;251;2855;1514;60;2540162;196;211;80.0;80.0;0
3973;4099;8;238;3807;1514;60;3162063;176;183;80.0;80.0;0
3974;3085;8;239;2766;1514;60;2333167;210;216;80.0;80.0;0
3975;2811;12;185;2502;1514;60;2206164;155;165;80.0;80.0;0
3976;3195;1;190;2911;1514;60;2382553;183;186;80.0;80.0;0
3977;2825;4;201;2504;1514;60;1969776;185;194;80.0;80.0;0
3978;2431;3;216;2102;1514;60;1695140;197;204;80.0;80.0;1
3979;2234;1;196;1972;1514;60;1695341;171;176;80.0;80.0;0
3980;3246;6;163;2969;1514;60;2466516;150;150;80.0;80.0;0
3981;2720;10;193;2468;1514;60;2206432;168;167;80.0;80.0;0
3982;2761;1;150;2532;1514;60;2311900;128;135;80.0;80.0;0
3983;2781;2;180;2536;1514;60;2148292;152;155;80.0;80.0;0
3984;2242;4;163;1995;1514;60;1625624;141;147;80.0;80.0;0
3985;4269;1;169;3988;1514;60;4018749;150;156;80.0;33777.0;0
3986;3565;5;167;3262;1514;60;2803975;157;165;80.0;80.0;0
3987;3465;3;200;3210;1514;60;2649889;176;181;80.0;80.0;0
3988;3966;4;167;3648;1514;60;2717997;160;172;80.0;80.0;1
3989;2635;3;209;2350;1514;60;1978146;160;169;80.0;80.0;0
3990;3414;0;169;3184;1514;60;2741442;159;159;80.0;80.0;0
3991;3688;0;213;3391;1514;60;2920929;167;178;80.0;80.0;1
3992;3106;6;197;2824;1514;60;2226254;157;169;80.0;80.0;0
3993;2787;7;265;2467;1514;60;2074308;193;217;80.0;80.0;0
3994;3179;8;209;2903;1514;60;2378271;185;182;80.0;80.0;0
3995;3931;10;191;3584;1514;60;3122615;164;182;80.0;80.0;0
3996;3126;6;174;2863;1514;60;2357681;179;187;80.0;80.0;0
3997;3332;6;229;3021;1514;60;2502840;161;190;80.0;80.0;0
3998;3290;2;230;2959;1514;60;2365069;201;177;80.0;80.0;0
3999;3457;5;196;3162;1514;60;2638153;145;168;80.0;80.0;0
4000;2824;11;242;2508;1514;60;2135740;180;193;80.0;80.0;0
4001;2212;10;182;1947;1514;60;1666591;157;154;80.0;59753.0;0
4002;2475;15;174;2235;1514;60;1984159;147;151;80.0;80.0;0
4003;2855;7;177;2581;1514;60;2294303;166;170;80.0;80.0;0
4004;2485;7;219;2192;1514;60;1879012;173;190;80.0;50806.0;0
4005;2313;10;188;2044;1514;60;1671688;138;145;80.0;2343.0;0
4006;4553;3;185;4281;1514;60;2865188;170;180;80.0;50806.0;0
4007;4215;4;167;3959;1514;60;1935738;149;152;993.0;50806.0;0
4008;7246;6;351;6834;1514;60;2756089;213;235;993.0;50806.0;0
4009;4208;9;256;3869;1514;60;1875023;186;184;993.0;50806.0;1
4010;2901;6;207;2621;1514;60;2304613;169;189;80.0;80.0;0
4011;2609;8;231;2303;1514;60;2017266;186;182;80.0;80.0;0
4012;1772;4;225;1460;1514;60;1260725;164;175;64844.0;59753.0;0
4013;2395;3;225;2121;1514;60;1777359;177;175;80.0;2343.0;0
4014;2436;8;191;2180;1514;60;1859483;151;160;80.0;80.0;0
4015;1600;7;172;1359;1514;60;1083733;149;148;80.0;80.0;0
4016;2053;3;152;1853;1514;60;1484771;143;151;80.0;2343.0;0
4017;2325;7;162;2096;1514;60;1773954;138;141;80.0;80.0;0
4018;1902;8;186;1640;1514;60;1447914;140;144;80.0;13121.0;0
4019;2490;7;309;2085;1514;60;1784567;206;215;80.0;80.0;0
4020;2717;6;221;2421;1514;60;1960072;174;186;80.0;80.0;0
4021;2375;9;206;2104;1514;60;1706924;172;175;80.0;80.0;0
4022;2610;5;199;2347;1514;60;1928962;148;187;80.0;80.0;0
4023;2720;9;193;2422;1514;60;1903099;208;188;80.0;80.0;0
4024;2668;7;230;2131;1514;60;1769058;199;207;80.0;80.0;0
4025;2831;7;180;2522;1514;60;2146499;171;165;80.0;80.0;0
4026;3319;5;163;3059;1514;60;2310376;171;187;80.0;80.0;0
4027;1778;2;210;1505;1514;60;1207147;182;188;49600.0;39064.0;0
4028;2970;5;179;2726;1514;60;2227092;169;177;80.0;80.0;0
4029;2306;7;166;2074;1514;60;1708972;148;153;80.0;59753.0;0
4030;3110;6;173;2847;1514;60;2389761;158;169;80.0;80.0;0
4031;2436;5;258;2091;1514;60;1678244;198;208;80.0;80.0;0
4032;2107;1;210;1766;1514;60;1464699;169;190;80.0;80.0;0
4033;2846;4;282;2447;1514;60;2150440;192;200;80.0;80.0;0
4034;3656;5;342;3225;1514;60;2831323;204;231;80.0;80.0;0
4035;3561;8;217;3210;1514;60;2996827;157;155;80.0;49672.0;0
4036;3377;2;303;2994;1514;60;2648814;176;201;80.0;80.0;0
4037;2552;6;296;2196;1514;60;1967080;189;207;80.0;80.0;0
4038;2304;2;253;1962;1514;60;1655720;176;187;49600.0;39064.0;0
4039;2624;1;250;2288;1514;60;2022445;155;159;80.0;80.0;0
4040;2429;3;240;2131;1514;60;1744479;143;161;80.0;80.0;0
4041;2219;5;223;1925;1514;60;1721430;160;165;80.0;80.0;0
4042;2846;1;280;2483;1514;60;2036825;178;190;80.0;80.0;0
4043;2896;4;226;2600;1514;60;2255926;178;175;80.0;80.0;0
4044;2110;5;270;1702;1514;60;1193679;177;190;49600.0;39064.0;0
4045;2246;7;239;1947;1514;60;1720008;152;145;80.0;2343.0;0
4046;2594;0;214;2324;1514;60;1939604;146;158;80.0;80.0;0
4047;2090;3;243;1652;1514;60;1399041;167;163;80.0;80.0;0
4048;3360;6;265;2989;1514;60;2847805;173;183;80.0;80.0;0
4049;2071;3;256;1722;1514;60;1452925;182;245;80.0;80.0;0
4050;2861;2;267;2534;1514;60;2211450;219;216;80.0;80.0;0
4051;2455;6;251;2087;1514;60;1761684;172;160;80.0;80.0;0
4052;1926;6;196;1653;1514;60;1382511;146;162;80.0;80.0;0
4053;3710;10;175;3375;1514;60;2832435;184;185;80.0;80.0;0
4054;3342;5;201;3032;1514;60;2427596;193;196;80.0;80.0;0
4055;4262;5;191;3960;1514;60;3287401;183;196;80.0;80.0;1
4056;3289;1;189;2948;1514;60;2519076;175;184;80.0;80.0;0
4057;3299;7;149;3069;1514;60;2611101;144;152;80.0;80.0;0
4058;2473;2;160;2250;1514;60;1975861;141;147;80.0;80.0;0
4059;3182;5;181;2839;1514;60;2356411;172;174;80.0;80.0;0
4060;2857;1;181;2589;1514;60;2290360;169;172;80.0;80.0;0
4061;2091;6;195;1827;1514;60;1515520;168;188;80.0;80.0;0
4062;2405;6;234;2103;1514;60;1840085;156;156;80.0;80.0;0
4063;3270;2;259;2915;1514;60;2657221;173;189;80.0;80.0;0
4064;3095;12;262;2740;1514;60;2500447;196;193;80.0;80.0;0
4065;3352;5;323;2875;1514;60;2729770;141;146;80.0;80.0;1
4066;3358;3;373;2883;1514;60;2666957;174;184;80.0;80.0;0
4067;2252;1;398;1798;1514;60;1564267;173;183;80.0;80.0;0
4068;2791;2;396;2351;1514;60;2119661;162;164;80.0;2343.0;0
4069;2754;2;409;2204;1514;60;1912577;178;184;80.0;80.0;0
4070;4263;11;389;3752;1514;60;2959759;179;184;80.0;80.0;0
4071;4689;3;401;4169;1514;60;3446156;171;176;80.0;80.0;0
4072;3420;5;411;2943;1514;60;2431325;170;179;80.0;35705.0;0
4073;3773;4;423;3279;1514;60;2529989;165;171;80.0;35705.0;0
4074;3941;8;437;3419;1514;60;2481654;147;150;993.0;35705.0;0
4075;4345;3;449;3792;1514;60;2293950;178;191;993.0;35705.0;0
4076;4794;4;224;4459;1514;60;3015828;159;162;80.0;35705.0;0
4077;4297;7;246;3925;1514;60;2364111;174;181;993.0;35705.0;1
4078;3675;7;128;3504;1514;60;1608927;159;168;993.0;35705.0;0
4079;4028;8;198;3741;1514;60;1784604;169;174;993.0;35705.0;0
4080;3422;8;211;3139;1514;60;1900031;159;173;993.0;35705.0;0
4081;1714;3;252;1373;1514;60;1184195;169;171;49600.0;39064.0;0
4082;2915;7;292;2546;1514;60;2307743;150;151;80.0;80.0;0
4083;2215;8;335;1833;1514;60;1623131;153;175;80.0;2343.0;0
4084;1725;8;269;1415;1514;60;1128456;179;174;49600.0;39064.0;0
4085;2588;3;221;2253;1514;60;1860868;162;175;80.0;80.0;0
4086;2354;5;312;1987;1514;60;1501591;200;213;80.0;80.0;0
4087;1627;1;240;1348;1514;60;1035698;157;162;62860.0;13121.0;0
4088;2105;3;217;1852;1514;60;1509022;152;154;80.0;2343.0;0
4089;2066;3;282;1702;1514;60;1218545;185;189;80.0;80.0;0
4090;2342;6;273;1967;1514;60;1529160;171;176;80.0;80.0;0
4091;2387;5;316;1993;1514;60;1446047;188;202;80.0;80.0;0
4092;1855;2;315;1444;1514;60;1200081;170;183;80.0;39064.0;0
4093;3053;1;334;2622;1514;60;2179846;183;182;80.0;80.0;0
4094;2999;2;282;2645;1514;60;2115230;184;192;80.0;80.0;0
4095;1656;4;281;1208;1514;60;1030123;140;149;49600.0;39064.0;1
4096;2139;12;325;1742;1514;60;1538699;156;158;80.0;2343.0;0
