;time;IPO_entropy;IPO_complexity;IPO_fisher_shanon;IPO_edge_entropy;IPO_edge_complexity;IPO_edge_fisher_shannon;IPO_number_nodes;IPO_self_transition;IPD_entropy;IPD_complexity;IPD_fisher_shanon;IPD_edge_entropy;IPD_edge_complexity;IPD_edge_fisher_shannon;IPD_number_nodes;IPD_self_transition;TP_entropy;TP_complexity;TP_fisher_shanon;TP_edge_entropy;TP_edge_complexity;TP_edge_fisher_shannon;TP_number_nodes;TP_self_transition;TP_ICMP_entropy;TP_ICMP_complexity;TP_ICMP_fisher_shanon;TP_ICMP_edge_entropy;TP_ICMP_edge_complexity;TP_ICMP_edge_fisher_shannon;TP_ICMP_number_nodes;TP_ICMP_self_transition;TP_TCP_entropy;TP_TCP_complexity;TP_TCP_fisher_shanon;TP_TCP_edge_entropy;TP_TCP_edge_complexity;TP_TCP_edge_fisher_shannon;TP_TCP_number_nodes;TP_TCP_self_transition
1150;[1050, 1151];0.9830599092054889;0.016479578572843094;0.012978040287169729;0.7554537176341951;0.1946282317875361;0.20674184813109606;18.0;0.07142857142857142;0.9830599092054889;0.016479578572843094;0.012978040287169729;0.7554537176341951;0.1946282317875361;0.20674184813109606;18.0;0.07142857142857142;0.9937538388556653;0.0060579445760395026;0.007330252128712421;0.967132018086354;0.030601750822931005;0.02144660940672623;18.0;0.0510204081632653;0.4599844325798802;0.23412833489819962;0.2252321127395445;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.6632653061224489;0.8866474704297035;0.09130261854457138;0.05032099590126235;0.9681905137485697;0.032396303060323324;0.028874706233917816;16.0;0.29591836734693877
1151;[1051, 1152];0.9844769926722888;0.015252855914698753;0.010821283864770792;0.7939849352773116;0.18123764129908979;0.201451149737511;18.0;0.08163265306122448;0.9844769926722888;0.015252855914698753;0.010821283864770792;0.7939849352773116;0.18123764129908979;0.201451149737511;18.0;0.08163265306122448;0.9937538388556653;0.0060579445760395026;0.007330252128712421;0.967132018086354;0.030601750822931005;0.02144660940672623;18.0;0.0510204081632653;0.4599844325798802;0.23412833489819962;0.2252321127395445;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.6632653061224489;0.8955895322516045;0.08480399769289353;0.04521131364030667;0.9681905137485697;0.032396303060323324;0.028874706233917816;16.0;0.2857142857142857
1152;[1052, 1153];0.9865507056936373;0.01324866940488878;0.011154647601493508;0.9123763275816898;0.07563039202841412;0.04516908355767461;18.0;0.08163265306122448;0.9865507056936373;0.01324866940488878;0.011154647601493508;0.9123763275816898;0.07563039202841412;0.04516908355767461;18.0;0.08163265306122448;0.9931086761128352;0.0066683533933306945;0.008739293203680859;0.9789848253208955;0.020031194717033057;0.02243762698540755;18.0;0.0510204081632653;0.4599844325798802;0.23412833489819962;0.2252321127395445;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.6632653061224489;0.9043940808991023;0.07821578010062165;0.04084750876251571;0.9890498244170132;0.010496626898348073;0.007215751030974559;16.0;0.2755102040816327
1153;[1053, 1154];0.9883958320664341;0.011564063253699295;0.009664507969672788;0.9123763275816898;0.07563039202841412;0.04516908355767461;18.0;0.08163265306122448;0.9883958320664341;0.011564063253699295;0.009664507969672788;0.9123763275816898;0.07563039202841412;0.04516908355767461;18.0;0.08163265306122448;0.9946852494580884;0.005190731490083403;0.006732564623854758;0.9789848253208955;0.020031194717033057;0.02243762698540755;18.0;0.0510204081632653;0.4599844325798802;0.23412833489819962;0.2252321127395445;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.6632653061224489;0.9100446610210989;0.0745435205220397;0.04105123024064985;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.2755102040816327
1154;[1054, 1155];0.9910771148356886;0.008811537597431982;0.007627869641185749;0.8788453298514054;0.09625758861974867;0.05275806567831023;18.0;0.08163265306122448;0.9910771148356886;0.008811537597431982;0.007627869641185749;0.8788453298514054;0.09625758861974867;0.05275806567831023;18.0;0.08163265306122448;0.9950613604200718;0.0048055764802561445;0.005556245577133219;0.9789848253208955;0.020031194717033057;0.02243762698540755;18.0;0.0510204081632653;0.4599844325798802;0.23412833489819962;0.2252321127395445;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.6632653061224489;0.90138106408512;0.08115782891422395;0.04560396337058264;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.2755102040816327
1155;[1055, 1156];0.9916559531219791;0.00829695713443256;0.006192401023652932;0.8605934330165173;0.1124650061482193;0.07802343363298832;18.0;0.08163265306122448;0.9916559531219791;0.00829695713443256;0.006192401023652932;0.8605934330165173;0.1124650061482193;0.07802343363298832;18.0;0.08163265306122448;0.9967320531083673;0.0031854699825972816;0.004228032095302114;0.9789848253208955;0.020031194717033057;0.02243762698540755;18.0;0.0510204081632653;0.4599844325798802;0.23412833489819962;0.2252321127395445;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.6632653061224489;0.8925765154376222;0.08769003737083945;0.05090398023518011;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.2857142857142857
1156;[1056, 1157];0.9910457517545629;0.008855084741885802;0.007088665071588852;0.9306282244165778;0.057455224443704545;0.033493649053890316;18.0;0.09183673469387754;0.9910457517545629;0.008855084741885802;0.007088665071588852;0.9306282244165778;0.057455224443704545;0.033493649053890316;18.0;0.09183673469387754;0.9967320531083673;0.0031854699825972816;0.004228032095302114;0.9789848253208955;0.020031194717033057;0.02243762698540755;18.0;0.0510204081632653;0.4599844325798802;0.23412833489819962;0.2252321127395445;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.6632653061224489;0.8925765154376222;0.08769003737083945;0.05090398023518011;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.2857142857142857
1157;[1057, 1158];0.9897383150062548;0.010276406593526466;0.00961878013275079;0.9306282244165778;0.057455224443704545;0.033493649053890316;18.0;0.09183673469387754;0.9897383150062548;0.010276406593526466;0.00961878013275079;0.9306282244165778;0.057455224443704545;0.033493649053890316;18.0;0.09183673469387754;0.9960033698302512;0.003922667772318842;0.005321650178325846;0.9488801212514659;0.05009849909615667;0.07260032500972276;18.0;0.0510204081632653;0.4599844325798802;0.23412833489819962;0.2252321127395445;0.8704188162777186;0.14062338461339752;0.2089466094067262;10.0;0.673469387755102;0.8908929677273305;0.08916112109427231;0.05291016966672533;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.2857142857142857
1158;[1058, 1159];0.9910457517545629;0.008855084741885802;0.007088665071588852;0.9306282244165778;0.057455224443704545;0.033493649053890316;18.0;0.09183673469387754;0.9910457517545629;0.008855084741885802;0.007088665071588852;0.9306282244165778;0.057455224443704545;0.033493649053890316;18.0;0.09183673469387754;0.995706523162902;0.004192743463167673;0.005847755986932029;0.9282136470754652;0.06591012330472461;0.11082670234910257;18.0;0.0510204081632653;0.43771080539489454;0.23403484445889333;0.23586415674229166;0.8649743855105252;0.14289574335923644;0.2510513304115307;9.0;0.6836734693877551;0.8853400336813952;0.09244983478038746;0.052080951858797034;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.2857142857142857
1159;[1059, 1160];0.9916559531219791;0.008296957134433045;0.005104163794240495;0.9583183511448947;0.03705930285435575;0.02426453731552766;18.0;0.09183673469387754;0.9916559531219791;0.008296957134433045;0.005104163794240495;0.9583183511448947;0.03705930285435575;0.02426453731552766;18.0;0.09183673469387754;0.9949273918678655;0.005004906649282148;0.007122152255158174;0.9282136470754652;0.06591012330472461;0.11082670234910257;18.0;0.0510204081632653;0.4075487538847806;0.2344141129622581;0.2913377751600816;0.7420981285103055;0.2351645433721594;0.3476310729378175;8.0;0.6938775510204082;0.8853400336813952;0.09244983478038746;0.052080951858797034;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.2857142857142857
1160;[1060, 1161];0.9910457517545629;0.008855084741885802;0.007088665071588852;0.9583183511448947;0.03705930285435575;0.02426453731552766;18.0;0.09183673469387754;0.9910457517545629;0.008855084741885802;0.007088665071588852;0.9583183511448947;0.03705930285435575;0.02426453731552766;18.0;0.09183673469387754;0.9929747075606288;0.006867038521829381;0.008994361675841538;0.9282136470754652;0.06591012330472461;0.11082670234910257;18.0;0.0510204081632653;0.39501323404820443;0.23110919601911262;0.29998093090786415;0.7420981285103055;0.23516454337215906;0.44526214587563495;8.0;0.7040816326530612;0.8853400336813952;0.09244983478038746;0.052080951858797034;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.2857142857142857
1161;[1061, 1162];0.9894691784093097;0.01032140184267518;0.0072896558574567045;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9894691784093097;0.01032140184267518;0.0072896558574567045;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9940351988815082;0.005815534830491844;0.00796952975929455;0.9282136470754652;0.06591012330472461;0.11082670234910257;18.0;0.0510204081632653;0.3956409161033275;0.2311589712717998;0.2862163307884165;0.7420981285103055;0.23516454337215906;0.44526214587563495;8.0;0.7040816326530612;0.8853400336813952;0.09244983478038746;0.052080951858797034;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.2857142857142857
1162;[1062, 1163];0.9894691784093097;0.01032140184267518;0.0077449440576282435;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9894691784093097;0.01032140184267518;0.0077449440576282435;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.992137606156568;0.007764149937676803;0.011247089168933922;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.0510204081632653;0.4075487538847806;0.2344141129622581;0.2913377751600816;0.7420981285103055;0.23516454337215906;0.44526214587563495;8.0;0.6938775510204082;0.8908929677273303;0.08916112109427228;0.04832384577202364;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.2755102040816327
1163;[1063, 1164];0.991976972501666;0.007824399466248657;0.00466166849734643;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.991976972501666;0.007824399466248657;0.00466166849734643;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9899163688217879;0.009843897952839461;0.013473095586905301;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.0510204081632653;0.4075487538847806;0.2344141129622581;0.2913377751600816;0.7420981285103055;0.23516454337215906;0.44526214587563495;8.0;0.6836734693877551;0.8963083885988622;0.0858808314501568;0.04929112830355377;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.2755102040816327
1164;[1064, 1165];0.9904844184450018;0.009175531976948518;0.006372633849328251;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9904844184450018;0.009175531976948518;0.006372633849328251;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9899163688217879;0.009843897952839461;0.013473095586905301;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.0510204081632653;0.4075487538847806;0.2344141129622581;0.2913377751600816;0.7420981285103055;0.23516454337215906;0.44526214587563495;8.0;0.6836734693877551;0.8908929677273305;0.08916112109427231;0.05291016966672533;0.9566504715755689;0.04270672693661957;0.06263480451232883;17.0;0.2755102040816327
1165;[1065, 1166];0.9897052871499653;0.009979478277882717;0.007495932700302649;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9897052871499653;0.009979478277882717;0.007495932700302649;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9899163688217879;0.009843897952839461;0.013473095586905301;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.0510204081632653;0.4075487538847806;0.2344141129622581;0.2913377751600816;0.7420981285103055;0.23516454337215906;0.44526214587563495;8.0;0.6836734693877551;0.8831432794269403;0.09437982975205002;0.0542834257162195;0.8440884782421348;0.15855819953232728;0.1772598579149277;17.0;0.2857142857142857
1166;[1066, 1167];0.9914821535039647;0.008220994766451961;0.0050952696655542935;0.9488801212514659;0.05009849909615667;0.05273549718498637;18.0;0.08163265306122448;0.9914821535039647;0.008220994766451961;0.0050952696655542935;0.9488801212514659;0.05009849909615667;0.05273549718498637;18.0;0.08163265306122448;0.9929747075606288;0.006867038521829381;0.008994361675841538;0.9607329284860074;0.03998276446058072;0.042012192481623266;18.0;0.0510204081632653;0.4075487538847806;0.2344141129622581;0.2913377751600816;0.7420981285103055;0.23516454337215906;0.44526214587563495;8.0;0.6836734693877551;0.8733604473617969;0.10145603558698205;0.06075973113532861;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.29591836734693877
1167;[1067, 1168];0.9929747075606288;0.006867038521829381;0.0035288704286227093;0.9488801212514659;0.05009849909615667;0.05273549718498637;18.0;0.08163265306122448;0.9929747075606288;0.006867038521829381;0.0035288704286227093;0.9488801212514659;0.05009849909615667;0.05273549718498637;18.0;0.08163265306122448;0.9929747075606288;0.006867038521829381;0.008994361675841538;0.873457956570801;0.13748854455069606;0.22984543193808787;18.0;0.0510204081632653;0.4075487538847806;0.2344141129622581;0.2913377751600816;0.7420981285103055;0.2351645433721594;0.3476310729378175;8.0;0.6938775510204082;0.8733604473617969;0.10145603558698205;0.06075973113532861;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.29591836734693877
1168;[1068, 1169];0.991976972501666;0.007824399466248414;0.0037195191559486586;0.9306282244165778;0.06882298225072127;0.08373412263472582;18.0;0.08163265306122448;0.991976972501666;0.007824399466248414;0.0037195191559486586;0.9306282244165778;0.06882298225072127;0.08373412263472582;18.0;0.08163265306122448;0.994106411171798;0.005708721965763753;0.007187564229635794;0.873457956570801;0.13748854455069606;0.2742645373155277;18.0;0.0510204081632653;0.39501323404820443;0.23110919601911262;0.29998093090786415;0.7420981285103055;0.23516454337215906;0.44526214587563495;8.0;0.7040816326530612;0.8733604473617969;0.10145603558698205;0.06075973113532861;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.29591836734693877
1169;[1069, 1170];0.9905134608477335;0.009294419959096389;0.004240627907372692;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.08163265306122448;0.9905134608477335;0.009294419959096389;0.004240627907372692;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.08163265306122448;0.9929747075606288;0.006867038521829381;0.008969442632863655;0.873457956570801;0.13748854455069606;0.2742645373155277;18.0;0.0510204081632653;0.38303403384098506;0.22758937664424028;0.29496746180457534;0.7420981285103055;0.23516454337215906;0.44526214587563495;8.0;0.7142857142857143;0.8733604473617969;0.10145603558698205;0.06075973113532861;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.2857142857142857
1170;[1070, 1171];0.991976972501666;0.007824399466248414;0.0037195191559486586;0.9583183511448947;0.03705930285435575;0.02426453731552766;18.0;0.08163265306122448;0.991976972501666;0.007824399466248414;0.0037195191559486586;0.9583183511448947;0.03705930285435575;0.02426453731552766;18.0;0.08163265306122448;0.9914821535039647;0.008220994766451961;0.011035874738053113;0.873457956570801;0.13748854455069606;0.2742645373155277;18.0;0.0510204081632653;0.40552451692837976;0.2305055294407546;0.2848841976823692;0.8710490642551527;0.13801399544121393;0.11192881254230164;8.0;0.7040816326530612;0.8733604473617969;0.10145603558698205;0.06075973113532861;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.2857142857142857
1171;[1071, 1172];0.991129581187832;0.008568391093380338;0.003413535891964235;0.9306282244165778;0.06882298225072127;0.0502404735808355;18.0;0.08163265306122448;0.991129581187832;0.008568391093380338;0.003413535891964235;0.9306282244165778;0.06882298225072127;0.0502404735808355;18.0;0.08163265306122448;0.9937033908387448;0.006134258942431616;0.008963948527607788;0.8433532525013715;0.1600207811327745;0.29774575140626314;18.0;0.0510204081632653;0.43575884581696855;0.2300314334220447;0.23267400638553365;0.9755037590061085;0.02195675381073574;0.02451041075054429;9.0;0.6938775510204082;0.8733604473617969;0.10145603558698205;0.06075973113532861;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.29591836734693877
1172;[1072, 1173];0.9914821535039647;0.008220994766451961;0.0050952696655542935;0.9306282244165778;0.06882298225072127;0.0502404735808355;18.0;0.08163265306122448;0.9914821535039647;0.008220994766451961;0.0050952696655542935;0.9306282244165778;0.06882298225072127;0.0502404735808355;18.0;0.08163265306122448;0.9927056557797821;0.007093069022915456;0.010881005951297377;0.8433532525013715;0.1600207811327745;0.29774575140626314;18.0;0.0510204081632653;0.44822208827506976;0.23219046611028699;0.2224065918013258;0.8339150226079424;0.15982369645969202;0.29421695375725343;10.0;0.6836734693877551;0.8733604473617969;0.10145603558698205;0.06075973113532861;0.9566504715755689;0.04270672693661957;0.06263480451232883;17.0;0.29591836734693877
1173;[1073, 1174];0.9914821535039647;0.008220994766451961;0.005877586085849132;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9914821535039647;0.008220994766451961;0.005877586085849132;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9927056557797821;0.007093069022915456;0.010881005951297377;0.8433532525013715;0.1600207811327745;0.29774575140626314;18.0;0.0510204081632653;0.4599844325798802;0.23412833489819962;0.2252321127395445;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.673469387755102;0.8702464293248214;0.10413416352057318;0.06363941168762553;0.9566504715755689;0.04270672693661957;0.06263480451232883;17.0;0.29591836734693877
1174;[1074, 1175];0.9923295448177984;0.007476436588457966;0.00635387021778295;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9923295448177984;0.007476436588457966;0.00635387021778295;0.9488801212514659;0.05009849909615667;0.04201219248162326;18.0;0.08163265306122448;0.9896473170409411;0.010068411527902183;0.01566420627716096;0.8433532525013715;0.1600207811327745;0.29774575140626314;18.0;0.0510204081632653;0.4599844325798802;0.23412833489819962;0.2252321127395445;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.6632653061224489;0.8595243648789181;0.11186968401510383;0.071474866261347;0.8314454838586239;0.16576716623440682;0.19520618415629049;17.0;0.29591836734693877
1175;[1075, 1176];0.991976972501666;0.007824399466248657;0.00466166849734643;0.9583183511448947;0.03705930285435575;0.02426453731552766;18.0;0.08163265306122448;0.991976972501666;0.007824399466248657;0.00466166849734643;0.9583183511448947;0.03705930285435575;0.02426453731552766;18.0;0.08163265306122448;0.9906450520999038;0.009115596024487832;0.013442682438671553;0.8433532525013715;0.1600207811327745;0.29774575140626314;18.0;0.0510204081632653;0.4599844325798802;0.23412833489819962;0.2252321127395445;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.6632653061224489;0.8494822811803608;0.11858186909379835;0.0766356961592943;0.8314454838586239;0.16576716623440682;0.19520618415629049;17.0;0.30612244897959184
1176;[1076, 1177];0.991976972501666;0.007824399466248414;0.0037195191559486586;0.9583183511448947;0.03705930285435575;0.02426453731552766;18.0;0.08163265306122448;0.991976972501666;0.007824399466248414;0.0037195191559486586;0.9583183511448947;0.03705930285435575;0.02426453731552766;18.0;0.08163265306122448;0.9906450520999038;0.009115596024487832;0.013442682438671553;0.8433532525013715;0.1600207811327745;0.29774575140626314;18.0;0.0510204081632653;0.4599844325798802;0.23412833489819962;0.2252321127395445;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.6632653061224489;0.8400214416301282;0.12445703229912156;0.07832105171537165;0.8314454838586239;0.16576716623440682;0.19520618415629049;17.0;0.3163265306122449
1177;[1077, 1178];0.9905134608477335;0.009294419959096389;0.004240627907372692;0.9123763275816898;0.07563039202841369;0.07733232557983565;18.0;0.08163265306122448;0.9905134608477335;0.009294419959096389;0.004240627907372692;0.9123763275816898;0.07563039202841369;0.07733232557983565;18.0;0.08163265306122448;0.9909768601426672;0.008798863726744453;0.011806513158451597;0.873457956570801;0.13748854455069606;0.2742645373155277;18.0;0.0510204081632653;0.4599844325798802;0.23412833489819962;0.2252321127395445;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.6632653061224489;0.8341797385807715;0.12720736405018682;0.07673789834194342;0.8314454838586239;0.16576716623440682;0.19520618415629049;17.0;0.326530612244898
1178;[1078, 1179];0.9907954524666748;0.00904769710680514;0.005047196907519857;0.8941244307468018;0.09303329449446315;0.08556060667904788;18.0;0.08163265306122448;0.9907954524666748;0.00904769710680514;0.005047196907519857;0.8941244307468018;0.09303329449446315;0.08556060667904788;18.0;0.08163265306122448;0.9909768601426672;0.008798863726744453;0.011806513158451597;0.873457956570801;0.13748854455069606;0.2742645373155277;18.0;0.0510204081632653;0.4599844325798802;0.23412833489819962;0.2252321127395445;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.6632653061224489;0.8341797385807715;0.12720736405018682;0.07673789834194342;0.8314454838586239;0.16576716623440682;0.19520618415629049;17.0;0.336734693877551
1179;[1079, 1180];0.9899032594803174;0.00985127789189724;0.006196685591798577;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.08163265306122448;0.9899032594803174;0.00985127789189724;0.006196685591798577;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.08163265306122448;0.9913294324587999;0.008451603847720873;0.012272533251293112;0.873457956570801;0.13748854455069606;0.2742645373155277;18.0;0.0510204081632653;0.4599844325798802;0.23412833489819962;0.2252321127395445;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.6632653061224489;0.8274893967959546;0.1304392791888789;0.0812889578537164;0.8314454838586239;0.16576716623440682;0.19520618415629049;17.0;0.3469387755102041
1180;[1080, 1181];0.9880056667553773;0.011783948750370999;0.005847965034357213;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.08163265306122448;0.9880056667553773;0.011783948750370999;0.005847965034357213;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.08163265306122448;0.9909768601426671;0.008798863726744452;0.011806513158451598;0.873457956570801;0.13748854455069606;0.2742645373155277;18.0;0.0510204081632653;0.471672597361569;0.2358289225324449;0.21619158875790162;0.8339150226079424;0.15982369645969202;0.29421695375725343;10.0;0.6530612244897959;0.8210577099533086;0.13337380995097717;0.08006210487533447;0.8314454838586239;0.16576716623440682;0.19520618415629049;17.0;0.35714285714285715
1181;[1081, 1182];0.9880056667553773;0.011783948750370999;0.005847965034357213;0.8941244307468018;0.09303329449446315;0.08556060667904788;18.0;0.08163265306122448;0.9880056667553773;0.011783948750370999;0.005847965034357213;0.8941244307468018;0.09303329449446315;0.08556060667904788;18.0;0.08163265306122448;0.9909768601426671;0.008798863726744452;0.011806513158451598;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.0510204081632653;0.4827209020352085;0.23735298026415336;0.21932855767483644;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.6428571428571429;0.8210577099533086;0.13337380995097717;0.08006210487533447;0.8314454838586239;0.16576716623440682;0.19520618415629049;17.0;0.35714285714285715
1182;[1082, 1183];0.9880056667553773;0.011783948750370999;0.005847965034357213;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.07142857142857142;0.9880056667553773;0.011783948750370999;0.005847965034357213;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.07142857142857142;0.9902924797837711;0.009462375613275892;0.011807287309936203;0.9607329284860074;0.03998276446058072;0.047373844833304805;18.0;0.04081632653061224;0.4827209020352085;0.23735298026415336;0.21932855767483644;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.6326530612244898;0.8278655077579381;0.13017649451038169;0.07538639161095725;0.8314454838586239;0.16576716623440682;0.19520618415629049;17.0;0.3469387755102041
1183;[1083, 1184];0.9895822401006306;0.010322179462236552;0.006561020393690632;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.07142857142857142;0.9895822401006306;0.010322179462236552;0.006561020393690632;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.07142857142857142;0.9911295811878318;0.00856839109338058;0.009893138345479563;0.9607329284860074;0.03998276446058072;0.047373844833304805;18.0;0.04081632653061224;0.4827209020352085;0.23735298026415336;0.21932855767483644;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.6326530612244898;0.8341797385807715;0.12720736405018682;0.07673789834194342;0.8314454838586239;0.16576716623440682;0.19520618415629049;17.0;0.3469387755102041
1184;[1084, 1185];0.9880056667553773;0.01178394875037124;0.0068762867993955295;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.07142857142857142;0.9880056667553773;0.01178394875037124;0.0068762867993955295;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.07142857142857142;0.991858264465948;0.007838241733405332;0.008514156775143734;0.9583183511448949;0.03705930285435576;0.027421428391579024;18.0;0.04081632653061224;0.4827209020352085;0.23735298026415336;0.21932855767483644;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.6326530612244898;0.8292759626367511;0.13143821597647798;0.07833637833052705;0.8314454838586239;0.16576716623440765;0.22335604430528513;17.0;0.3469387755102041
1185;[1085, 1186];0.98521588104408;0.014504604071893407;0.009174062759270888;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.07142857142857142;0.98521588104408;0.014504604071893407;0.009174062759270888;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.07142857142857142;0.9906450520999038;0.009115596024487832;0.010437089441796497;0.9488801212514659;0.05009849909615667;0.07260032500972276;18.0;0.0510204081632653;0.4827209020352085;0.23735298026415336;0.21932855767483644;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.6428571428571429;0.8300840789862997;0.13063548551400508;0.07204718626604573;0.8314454838586239;0.16576716623440765;0.22335604430528513;17.0;0.3469387755102041
1186;[1086, 1187];0.9829946437092997;0.016554369518551968;0.008692510127525605;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.08163265306122448;0.9829946437092997;0.016554369518551968;0.008692510127525605;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.08163265306122448;0.9902924797837711;0.00946237561327565;0.00952435251576808;0.9488801212514659;0.05009849909615667;0.07260032500972276;18.0;0.061224489795918366;0.4711079058951815;0.23587379388340238;0.22826246236277692;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.6530612244897959;0.823769848163466;0.13355433561119343;0.07060259989663642;0.8314454838586239;0.16576716623440765;0.22335604430528513;17.0;0.3469387755102041
1187;[1087, 1188];0.9792096321733121;0.020195219943905034;0.01152473493963004;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.09183673469387754;0.9792096321733121;0.020195219943905034;0.01152473493963004;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.09183673469387754;0.9879245517145836;0.011922456229560657;0.012107772657559863;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.07142857142857142;0.4599844325798802;0.23412833489819962;0.2252321127395445;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.6632653061224489;0.823769848163466;0.13355433561119343;0.07060259989663642;0.8314454838586239;0.16576716623440765;0.22335604430528513;17.0;0.3469387755102041
1188;[1088, 1189];0.9803133609400454;0.01926287595127467;0.010203314625491995;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.08163265306122448;0.9816872069609914;0.01795369833011604;0.012098025913227166;0.9400664543100068;0.05624129096313678;0.04952990527020575;18.0;0.08163265306122448;0.9886089320734794;0.011262265306838165;0.013056705464407953;0.9607329284860074;0.03998276446058072;0.06187702030635964;18.0;0.061224489795918366;0.4599844325798802;0.23412833489819962;0.2252321127395445;0.967132018086354;0.030601750822931005;0.03216991411008935;10.0;0.6632653061224489;0.8349878549303202;0.12639428312361203;0.06566136184058853;0.8314454838586239;0.16576716623440765;0.22335604430528513;17.0;0.336734693877551
