;time;IPO_entropy;IPO_complexity;IPO_fisher_shanon;IPO_edge_entropy;IPO_edge_complexity;IPO_edge_fisher_shannon;IPO_number_nodes;IPO_self_transition;IPD_entropy;IPD_complexity;IPD_fisher_shanon;IPD_edge_entropy;IPD_edge_complexity;IPD_edge_fisher_shannon;IPD_number_nodes;IPD_self_transition;TP_entropy;TP_complexity;TP_fisher_shanon;TP_edge_entropy;TP_edge_complexity;TP_edge_fisher_shannon;TP_number_nodes;TP_self_transition;TP_ICMP_entropy;TP_ICMP_complexity;TP_ICMP_fisher_shanon;TP_ICMP_edge_entropy;TP_ICMP_edge_complexity;TP_ICMP_edge_fisher_shannon;TP_ICMP_number_nodes;TP_ICMP_self_transition;TP_TCP_entropy;TP_TCP_complexity;TP_TCP_fisher_shanon;TP_TCP_edge_entropy;TP_TCP_edge_complexity;TP_TCP_edge_fisher_shannon;TP_TCP_number_nodes;TP_TCP_self_transition
441;[394, 442];0.9832005944265247;0.01635261639007503;0.014747232773416668;0.920239072258317;0.07371028253262968;0.054097093777193926;16.0;0.1111111111111111;0.9875059965403262;0.012405372984442631;0.015775726803315196;0.9546444483376649;0.04329880445251284;0.024554853925698734;16.0;0.06666666666666667;0.9779092008467664;0.021668815531954527;0.020376056235728177;0.8734192714589268;0.13735883353869802;0.11108971268778953;15.0;0.13333333333333333;0.9780323864509511;0.0223153100722633;0.015232672378574485;0.6724542145549578;0.21741098188996127;0.339052429175127;17.0;0.13333333333333333;0.9656642397714295;0.033050382552069414;0.028268307475727544;0.9566504715755689;0.04270672693661957;0.035062047317599994;17.0;0.2
442;[395, 443];0.9779092008467662;0.021668815531954284;0.017145292262835603;0.9337851376692214;0.06368767510851152;0.04801393426471231;16.0;0.1111111111111111;0.9903774568335715;0.009767253284418189;0.012885497408181065;0.9202390722583168;0.07371028253262966;0.0775561741162075;16.0;0.06666666666666667;0.9804753960343653;0.019498989403536258;0.02060105464831754;0.8734192714589268;0.13735883353869802;0.11108971268778953;15.0;0.13333333333333333;0.9751609261577058;0.0248828979331118;0.016384338058370175;0.8661327173632023;0.11348422351612474;0.10576057613860451;17.0;0.13333333333333333;0.9770693478585531;0.02208418734521235;0.01595871299082626;0.9566504715755689;0.04270672693661957;0.03196282969008977;17.0;0.2
443;[396, 444];0.9779092008467662;0.021668815531954284;0.019354700134052123;0.9337851376692214;0.06368767510851152;0.04801393426471231;16.0;0.1111111111111111;0.9924090641386039;0.007548406613879531;0.011443240971214963;0.976119161532783;0.02213151372672462;0.017198767822191808;17.0;0.06666666666666667;0.979124515089644;0.020675041887168497;0.021978137328806317;0.8734192714589268;0.13735883353869802;0.11108971268778953;15.0;0.13333333333333333;0.9751609261577058;0.0248828979331118;0.018948643086741632;0.9346062324545018;0.05923630142030886;0.04946454847376468;17.0;0.13333333333333333;0.9667687495077814;0.032221480628103205;0.025189917039140773;0.9024945481137767;0.08743076962144639;0.07872453935594935;17.0;0.2
444;[397, 445];0.9804753960343653;0.019498989403536258;0.01630794580778294;0.8893069993710631;0.09813669581749143;0.08277841919456541;16.0;0.08888888888888889;0.9924090641386036;0.0075484066138795285;0.008296515360551485;0.9488801212514659;0.050098499096156206;0.022398739207147408;18.0;0.06666666666666667;0.9857667896141238;0.014156591822020581;0.014490486448123813;0.8509553984313722;0.1540793684887149;0.15579296194706443;15.0;0.13333333333333333;0.9713901119264712;0.028725351382218763;0.01970954455615641;0.956650471575569;0.042706726936619574;0.06263480451232883;17.0;0.13333333333333333;0.9647371422027492;0.03433022371029155;0.03160393856688663;0.8094012447375565;0.17653960062516644;0.2840820744860097;17.0;0.2
445;[398, 446];0.9804753960343653;0.019498989403536258;0.01421823588616376;0.8649743855105252;0.14289574335923644;0.12044939292965998;16.0;0.11111111111111112;0.9857667896141238;0.014156591822020581;0.014490486448123813;0.8941244307468018;0.09303329449446358;0.07234895045946221;18.0;0.08888888888888889;0.9842462102656;0.015583181110651498;0.012166812546488753;0.9475231583990614;0.05186115021048158;0.06960523782515476;15.0;0.13333333333333333;0.9713901119264712;0.028725351382218763;0.01970954455615641;0.8924271028941191;0.0996247175042423;0.09999999999999998;17.0;0.13333333333333333;0.975037740553521;0.02423796083592116;0.019377951781558156;0.8094012447375565;0.17653960062516644;0.2840820744860097;17.0;0.2
446;[399, 447];0.9857667896141238;0.014156591822020101;0.00881473839701929;0.8785204509214299;0.13468333864757598;0.08985582266663408;16.0;0.11111111111111112;0.9895376038453584;0.010198490045190712;0.006903787707827773;0.9151375424972876;0.0781069856660928;0.053280782233237026;17.0;0.08888888888888889;0.9751609261577058;0.0248828979331118;0.023215198918946255;0.9475231583990614;0.05186115021048158;0.051707313823536334;15.0;0.13333333333333333;0.9713901119264712;0.028725351382218763;0.01970954455615641;0.9245387872348441;0.0722413274531352;0.07074712601160552;17.0;0.13333333333333333;0.9698464562810463;0.028608162438853297;0.022076988020086896;0.8314454838586239;0.16576716623440743;0.17655386594490052;17.0;0.2
447;[400, 448];0.979124515089644;0.02067504188716802;0.014350107778230599;0.8880073419014397;0.1287409651756177;0.0885792901269589;15.0;0.11111111111111112;0.9866661435521132;0.012833066588963549;0.00967849884827892;0.9151375424972876;0.0781069856660928;0.053280782233237026;17.0;0.08888888888888889;0.9780323864509511;0.0223153100722633;0.023470441551683447;0.9475231583990614;0.05186115021048158;0.051707313823536334;15.0;0.11111111111111112;0.9727409928711926;0.02757022354129134;0.01810493765208508;0.9566504715755689;0.04270672693661933;0.03266882166011696;17.0;0.13333333333333333;0.975037740553521;0.02423796083592116;0.023669073412375428;0.9245387872348441;0.0722413274531352;0.07074712601160552;17.0;0.17777777777777778
448;[401, 449];0.979124515089644;0.02067504188716802;0.014350107778230599;0.8880073419014397;0.1287409651756177;0.0885792901269589;15.0;0.11111111111111112;0.9895376038453584;0.010198490045190712;0.009734420594583305;0.9151375424972876;0.0781069856660928;0.053280782233237026;17.0;0.08888888888888889;0.9766815055062298;0.02348440408682444;0.022002643007062977;0.8576611402529865;0.1510811565075869;0.16456054123524055;16.0;0.11111111111111112;0.9701747976835935;0.029700786044859324;0.01669897781214983;0.8635571681993488;0.14324384275544563;0.12588217313656283;17.0;0.13333333333333333;0.9828953293208786;0.016769343668210125;0.0156216240985332;0.8314454838586239;0.16576716623440743;0.17655386594490052;17.0;0.17777777777777778
449;[402, 450];0.979124515089644;0.02067504188716802;0.014350107778230599;0.8880073419014397;0.1287409651756177;0.0885792901269589;15.0;0.08888888888888889;0.9854508293092354;0.013844557527929666;0.009442267152929631;0.9151375424972876;0.0781069856660928;0.053280782233237026;17.0;0.08888888888888889;0.9784207124324322;0.021766369322376574;0.014892236152993113;0.9546444483376649;0.04329880445251284;0.037853764469154914;16.0;0.11111111111111112;0.9665040927596426;0.03264983817295543;0.019681516381107603;0.7815371428367515;0.1896660058641099;0.20131853211771028;16.0;0.15555555555555556;0.9751609261577058;0.0248828979331118;0.027118721560123817;0.9566504715755689;0.04270672693661957;0.03196282969008977;17.0;0.17777777777777778
450;[403, 451];0.9804753960343653;0.01949898940353602;0.01345859768606948;0.8509553984313722;0.1540793684887149;0.15579296194706443;15.0;0.08888888888888889;0.9912768107715608;0.008433436843507055;0.005101400101081574;0.9151375424972876;0.0781069856660928;0.053280782233237026;17.0;0.08888888888888889;0.9784207124324322;0.021766369322376574;0.014892236152993113;0.9546444483376649;0.04329880445251284;0.024554853925698734;16.0;0.11111111111111112;0.9665040927596426;0.03264983817295519;0.018801019388607808;0.6457270990975926;0.2536333868070488;0.4335612842187482;15.0;0.15555555555555556;0.9780323864509509;0.02231531007226329;0.026129030082812886;0.956650471575569;0.04270672693661934;0.03741379267827219;17.0;0.15555555555555556
451;[404, 452];0.9780323864509509;0.022315310072262815;0.01876044759962621;0.9337851376692218;0.06368767510851177;0.05666126412449715;16.0;0.08888888888888889;0.9895376038453584;0.010198490045190712;0.009734420594583305;0.9337851376692214;0.06368767510851152;0.050578104612015534;16.0;0.08888888888888889;0.9875059965403264;0.012405372984442633;0.007288651801406863;0.9681905137485697;0.03239630306032309;0.029962854577256316;16.0;0.11111111111111112;0.9587696895964696;0.040495474862031984;0.026451296839754723;0.6690905411707534;0.25118212291239106;0.4878113025048357;14.0;0.15555555555555556;0.975466191263352;0.02447207101546819;0.025774821135559074;0.956650471575569;0.04270672693661934;0.03741379267827219;17.0;0.13333333333333333
452;[405, 453];0.9751609261577058;0.0248828979331118;0.02048459238789416;0.9890498244170134;0.0104966268983488;0.0036078755154872796;16.0;0.08888888888888889;0.9857667896141238;0.014156591822020581;0.0136944563196148;0.7787859454862932;0.18604627744214663;0.22630928720465232;17.0;0.08888888888888889;0.9875059965403264;0.012405372984442633;0.007288651801406863;0.8729584129369051;0.13850724725576805;0.1505321011555251;17.0;0.11111111111111112;0.9432867147670883;0.055309798438237856;0.03600925132024942;0.7060107101418428;0.24678746548639668;0.6056624327025935;14.0;0.15555555555555556;0.9725947309701066;0.027026208530179004;0.03067503303698496;0.9681905137485697;0.032396303060323324;0.0324825817494051;16.0;0.13333333333333333
453;[406, 454];0.9784207124324322;0.021766369322376095;0.023327606134655343;0.9337851376692218;0.06368767510851177;0.05666126412449715;16.0;0.08888888888888889;0.9828953293208786;0.016769343668210125;0.015621624098533203;0.7787859454862932;0.18604627744214663;0.22630928720465232;17.0;0.08888888888888889;0.9875059965403264;0.012405372984442633;0.007288651801406863;0.96929346595908;0.032098294201678645;0.024597980457651103;17.0;0.11111111111111112;0.955704066312484;0.04418450908336497;0.03129173811337607;0.7060107101418428;0.24678746548639668;0.6056624327025935;14.0;0.13333333333333333;0.9725947309701066;0.027026208530179004;0.03067503303698496;0.9681905137485699;0.03239630306032381;0.0324825817494051;16.0;0.13333333333333333
454;[407, 455];0.9676206859852735;0.03357399226096196;0.034494901829274026;0.9546444483376653;0.043298804452513086;0.0350023089215539;16.0;0.08888888888888889;0.9895376038453584;0.010198490045190712;0.009734420594583305;0.7815371428367515;0.18966600586410914;0.25180775037941694;16.0;0.06666666666666667;0.9875059965403264;0.012405372984442633;0.007288651801406863;0.96929346595908;0.032098294201678645;0.024597980457651103;17.0;0.11111111111111112;0.9580238902917136;0.04243418922227404;0.03514095036077249;0.7948220404607836;0.18173766648056053;0.3434737352074292;14.0;0.13333333333333333;0.9725947309701066;0.027026208530179004;0.03067503303698496;0.9681905137485697;0.032396303060323324;0.0324825817494051;16.0;0.13333333333333333
455;[408, 456];0.9664053717423957;0.03453926762250626;0.03253115486693926;0.9546444483376653;0.043298804452513086;0.0350023089215539;16.0;0.08888888888888889;0.9910581831938825;0.008755710734108541;0.0074546775847566275;0.8993797615898734;0.09258834768265177;0.07399274177587467;16.0;0.06666666666666667;0.9875059965403264;0.012405372984442633;0.008824601102559391;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.08888888888888889;0.9466187822045897;0.052931629860981745;0.03948786801475464;0.7060107101418428;0.24678746548639668;0.6056624327025935;14.0;0.13333333333333333;0.9725947309701066;0.027026208530179004;0.028052564060334486;0.9890498244170134;0.010496626898348557;0.007215751030974559;16.0;0.1111111111111111
456;[409, 457];0.961794704522948;0.03870144566592744;0.03422944089049721;0.9337851376692218;0.06368767510851177;0.05666126412449715;16.0;0.08888888888888889;0.9895376038453584;0.010198490045190712;0.006903787707827773;0.8993797615898734;0.09258834768265177;0.07399274177587467;16.0;0.06666666666666667;0.9890265758888503;0.010969013845507756;0.008424050065596198;0.9245387872348441;0.07224132745313476;0.04716475067440368;17.0;0.06666666666666667;0.9432867147670883;0.055309798438237856;0.03600925132024942;0.6690905411707534;0.25118212291239106;0.4878113025048357;14.0;0.15555555555555556;0.9647371422027492;0.03433022371029107;0.03560914086213528;0.9681905137485697;0.0323963030603238;0.009735478203123343;16.0;0.08888888888888889
457;[410, 458];0.9650544907976746;0.035676619118666326;0.03879136571638081;0.9337851376692214;0.06368767510851152;0.050578104612015534;16.0;0.06666666666666667;0.9924090641386036;0.0075484066138795285;0.008296515360551485;0.8993797615898734;0.09258834768265177;0.07399274177587467;16.0;0.044444444444444446;0.9927973901200847;0.006985363080915749;0.006453676574539864;0.8822716235122601;0.1326740121853418;0.10987384483330481;18.0;0.06666666666666667;0.9432867147670883;0.055309798438237856;0.03600925132024942;0.8836333707797247;0.09521328921722594;0.09225648108398585;14.0;0.15555555555555556;0.9585233183881003;0.040803364458249926;0.038943019152406985;0.9681905137485697;0.0323963030603238;0.009735478203123343;16.0;0.06666666666666667
458;[411, 459];0.9743339378963094;0.025322033741244396;0.02900028875543078;0.8314454838586239;0.16576716623440682;0.25895839777821983;17.0;0.044444444444444446;0.99566885041333;0.004317087184806331;0.00484836592842016;0.8340423126232713;0.16301782493737865;0.12238752113368928;16.0;0.044444444444444446;0.9941482710648061;0.00577349244589907;0.005759565049182191;0.8822716235122601;0.1326740121853418;0.10987384483330481;18.0;0.06666666666666667;0.9432867147670883;0.055309798438237856;0.03600925132024942;0.8836333707797247;0.09521328921722551;0.07795874147950169;14.0;0.15555555555555556;0.9440525870169906;0.05493210855074754;0.046350569422845475;0.9681905137485697;0.0323963030603238;0.009735478203123343;16.0;0.06666666666666667
459;[412, 460];0.9725947309701068;0.02702620853017901;0.035571149230323826;0.8156631257730546;0.17358160031193096;0.2509199141100893;18.0;0.044444444444444446;0.9941482710648061;0.005773492445899314;0.006803639854503899;0.8785204509214299;0.13468333864757598;0.09346369818212136;16.0;0.044444444444444446;0.9941482710648063;0.005773492445899072;0.004707569672371461;0.8729584129369051;0.13850724725576719;0.080498084007737;17.0;0.044444444444444446;0.9419358338223669;0.056387818404015626;0.03509401199507741;0.8836333707797247;0.09521328921722551;0.07795874147950169;14.0;0.17777777777777778;0.9378490592862438;0.05965319954884881;0.0490444516908119;0.9681905137485697;0.0323963030603238;0.009735478203123343;16.0;0.08888888888888889
460;[413, 461];0.9650544907976746;0.035676619118666326;0.04544676937064904;0.9151375424972876;0.0781069856660928;0.053280782233237026;17.0;0.044444444444444446;0.9941482710648063;0.005773492445899072;0.006803639854503898;0.8785204509214299;0.13468333864757598;0.08481636832233648;16.0;0.044444444444444446;0.9941482710648063;0.005773492445899315;0.0025213759946073376;0.8509141738158379;0.150954974494615;0.1024772840057234;17.0;0.044444444444444446;0.9466187822045897;0.052931629860981745;0.03765109340103418;0.6690905411707534;0.25118212291239106;0.4878113025048357;14.0;0.17777777777777778;0.9388613027445157;0.058985545169876114;0.052569658717055684;0.9681905137485697;0.0323963030603238;0.009735478203123343;16.0;0.08888888888888889
461;[414, 462];0.9725947309701068;0.02702620853017901;0.03676922625798412;0.7815371428367515;0.18966600586410953;0.23703281783199603;16.0;0.044444444444444446;0.9903774568335717;0.009767253284417948;0.009851760368884195;0.8441150748420817;0.15873593569904967;0.07071659463583962;16.0;0.044444444444444446;0.9941482710648063;0.005773492445899315;0.004032797804435551;0.8729584129369051;0.13850724725576719;0.07242724280527114;17.0;0.044444444444444446;0.9466187822045897;0.052931629860981745;0.03765109340103418;0.7060107101418428;0.24678746548639668;0.6056624327025935;14.0;0.17777777777777778;0.929581855645881;0.06860882847284261;0.06752441492612746;0.9681905137485697;0.0323963030603238;0.016951229234097902;16.0;0.08888888888888889
462;[415, 463];0.9592285093353491;0.04077662147038295;0.05498373577373964;0.7815371428367515;0.18966600586410953;0.23703281783199603;16.0;0.044444444444444446;0.9888568774850476;0.01120746852305967;0.012259880104776083;0.7815371428367515;0.18966600586410953;0.11151477786957734;16.0;0.044444444444444446;0.9924090641386039;0.007548406613879531;0.005174916676877966;0.8729584129369051;0.13850724725576719;0.07242724280527114;17.0;0.044444444444444446;0.9440525870169906;0.05493210855074708;0.03708065972722559;0.7060107101418428;0.24678746548639668;0.6056624327025935;14.0;0.17777777777777778;0.9388613027445157;0.058985545169876114;0.052569658717055684;0.9681905137485697;0.0323963030603238;0.009735478203123343;16.0;0.08888888888888889
463;[416, 464];0.9592285093353491;0.04077662147038295;0.05498373577373964;0.7815371428367515;0.18966600586410953;0.23703281783199603;16.0;0.06666666666666667;0.9875059965403264;0.012405372984442392;0.010265128793069903;0.8145523430652634;0.17231900802393277;0.12291786366398548;17.0;0.06666666666666667;0.9924090641386039;0.007548406613879531;0.005174916676877966;0.873457956570801;0.13748854455069606;0.10800232301413917;18.0;0.06666666666666667;0.9440525870169906;0.05493210855074754;0.03973661194290263;0.7579018714896945;0.2305409740767529;0.5458758547680684;14.0;0.2;0.9440525870169906;0.05493210855074754;0.050808098780134425;0.9681905137485697;0.0323963030603238;0.009735478203123343;16.0;0.06666666666666667
464;[417, 465];0.9592285093353491;0.04077662147038295;0.05498373577373964;0.7815371428367515;0.18966600586410953;0.23703281783199603;16.0;0.06666666666666667;0.9927973901200849;0.00698536308091575;0.005604918671306734;0.8830258581565628;0.10494387467497769;0.07091749532417774;17.0;0.06666666666666667;0.9924090641386039;0.007548406613879531;0.005174916676877966;0.9488801212514659;0.050098499096156206;0.010762192481623268;18.0;0.06666666666666667;0.9440525870169906;0.05493210855074754;0.04343940468963057;0.7189873011124194;0.23867446317341845;0.49999999999999994;13.0;0.2;0.9543531853677626;0.04529453924245961;0.03887538305543871;0.9337851376692214;0.06368767510851152;0.050533661436861096;16.0;0.06666666666666667
465;[418, 466];0.9633152838714721;0.03734500775854904;0.04865252250448073;0.802396453505195;0.17639519392360964;0.22658536283614084;16.0;0.06666666666666667;0.9895376038453584;0.010198490045190469;0.010426787292011224;0.9151375424972876;0.0781069856660928;0.053280782233237026;17.0;0.06666666666666667;0.9924090641386039;0.007548406613879531;0.005174916676877966;0.9488801212514659;0.050098499096156206;0.010762192481623268;18.0;0.06666666666666667;0.9440525870169906;0.05493210855074708;0.03992440255867661;0.7224994136085832;0.20366368321895584;0.3337793522958009;13.0;0.17777777777777778;0.9688239167388721;0.030849693258269417;0.02776714159628653;0.9337851376692218;0.06368767510851177;0.08985582266663408;16.0;0.06666666666666667
466;[419, 467];0.9633152838714719;0.03734500775854951;0.04762438662660117;0.802396453505195;0.17639519392360964;0.22658536283614084;16.0;0.06666666666666667;0.9924090641386036;0.0075484066138795285;0.008296515360551485;0.9151375424972876;0.0781069856660928;0.053280782233237026;17.0;0.06666666666666667;0.9924090641386039;0.007548406613879531;0.005174916676877966;0.9346062324545016;0.05923630142030885;0.01755422324242066;17.0;0.06666666666666667;0.9466187822045897;0.052931629860981745;0.03313548566666022;0.8596610491977074;0.10878703256586245;0.08504589979582;13.0;0.15555555555555556;0.9688239167388721;0.030849693258269417;0.02776714159628653;0.8893069993710631;0.09813669581749164;0.13112348515890718;16.0;0.06666666666666667
467;[420, 468];0.9554576951041145;0.04449039630571322;0.05945375088731161;0.802396453505195;0.17639519392360964;0.22658536283614084;16.0;0.06666666666666667;0.9871176705588454;0.012963253875425292;0.017065672091874647;0.9151375424972876;0.0781069856660928;0.053280782233237026;17.0;0.06666666666666667;0.985766789614124;0.014156591822020587;0.011986718001383618;0.8856014073204163;0.09657933898699346;0.052177854546170174;17.0;0.06666666666666667;0.9466187822045897;0.052931629860981745;0.03313548566666022;0.9162695888499091;0.07272234220308459;0.05325331251153682;13.0;0.13333333333333333;0.9574188086517483;0.04161466878409323;0.043822986730605654;0.9101663100395065;0.07964323437575184;0.08344127926964712;16.0;0.06666666666666667
468;[421, 469];0.9633152838714721;0.03734500775854904;0.04865252250448073;0.802396453505195;0.17639519392360964;0.22658536283614084;16.0;0.06666666666666667;0.9842462102656;0.015583181110651498;0.01765603396437372;0.9151375424972876;0.0781069856660928;0.053280782233237026;17.0;0.06666666666666667;0.985766789614124;0.014156591822020587;0.011986718001383618;0.9050700972776302;0.07881904030269897;0.0471647506744037;17.0;0.06666666666666667;0.9479696631493111;0.051842524344592626;0.03146611123352934;0.9335100357365151;0.061807296679243916;0.036749626115895405;13.0;0.13333333333333333;0.9574188086517483;0.04161466878409323;0.043822986730605654;0.9101663100395065;0.07964323437575184;0.08344127926964712;16.0;0.06666666666666667
469;[422, 470];0.9658814790590712;0.035250946424848786;0.042669392091010915;0.802396453505195;0.17639519392360964;0.22658536283614084;16.0;0.06666666666666667;0.981680015078001;0.017771975960086075;0.017914770399648908;0.9245387872348442;0.07224132745313476;0.07477898816594336;17.0;0.08888888888888889;0.985766789614124;0.014156591822020587;0.011986718001383618;0.9050700972776302;0.07881904030269897;0.0471647506744037;17.0;0.06666666666666667;0.9324866883199296;0.0662869669404365;0.038935681047712355;0.863173161693871;0.14580372811816913;0.21856780793407724;13.0;0.13333333333333333;0.9574188086517483;0.04161466878409323;0.043822986730605654;0.9101663100395065;0.07964323437575184;0.08344127926964712;16.0;0.044444444444444446
470;[423, 471];0.961794704522948;0.03870144566592744;0.040990114258314746;0.802396453505195;0.17639519392360964;0.22658536283614084;16.0;0.06666666666666667;0.9832005944265249;0.016352616390075757;0.013340247372360989;0.9245387872348442;0.07224132745313476;0.07477898816594336;17.0;0.08888888888888889;0.9875059965403262;0.012405372984442631;0.013161972125828618;0.956650471575569;0.04270672693661887;0.02597560099468487;17.0;0.044444444444444446;0.9479696631493111;0.05184252434459216;0.03146611123352934;0.863173161693871;0.14580372811816913;0.1653144954225404;13.0;0.1111111111111111;0.9574188086517483;0.04161466878409323;0.043822986730605654;0.9101663100395065;0.07964323437575184;0.08344127926964712;16.0;0.06666666666666667
471;[424, 472];0.9592285093353491;0.04077662147038295;0.04754893556120545;0.802396453505195;0.17639519392360964;0.22658536283614084;16.0;0.06666666666666667;0.9857667896141238;0.014156591822020581;0.0136944563196148;0.9245387872348442;0.07224132745313476;0.07477898816594336;17.0;0.08888888888888889;0.9895376038453586;0.010198490045190713;0.009884252755972853;0.9681905137485699;0.032396303060324046;0.025266830718430534;16.0;0.022222222222222223;0.9502894871285408;0.05012681655382847;0.035260118657374925;0.7490476271866022;0.23276685497924032;0.5045918415651656;13.0;0.1111111111111111;0.9688239167388721;0.030849693258269417;0.02776714159628653;0.8509553984313722;0.11557254473102739;0.09400639480543321;15.0;0.06666666666666667
472;[425, 473];0.9633152838714721;0.03734500775854904;0.04865252250448073;0.802396453505195;0.17639519392360964;0.22658536283614084;16.0;0.06666666666666667;0.9842462102656;0.015583181110651498;0.01765603396437372;0.9151375424972876;0.0781069856660928;0.053280782233237026;17.0;0.08888888888888889;0.9895376038453586;0.010198490045190713;0.009884252755972853;0.9890498244170134;0.0104966268983488;0.0036078755154872796;16.0;0.022222222222222223;0.9502894871285408;0.05012681655382847;0.035260118657374925;0.8193845012292461;0.17046803724216067;0.25622358633163134;13.0;0.1111111111111111;0.9688239167388721;0.030849693258269417;0.02776714159628653;0.8592975083332074;0.11393379468859564;0.08599010124427775;14.0;0.044444444444444446
473;[426, 474];0.9658814790590712;0.035250946424848786;0.042669392091010915;0.802396453505195;0.17639519392360964;0.22658536283614084;16.0;0.044444444444444446;0.9816800150780008;0.017771975960086072;0.015385392403183915;0.9151375424972876;0.0781069856660928;0.053280782233237026;17.0;0.08888888888888889;0.9927973901200847;0.006985363080915749;0.00787806852353004;0.9151375424972876;0.0781069856660928;0.053280782233237026;17.0;0.044444444444444446;0.9610895135756993;0.03872994201767323;0.02351919736085921;0.8467132018086354;0.1551882643916763;0.22390057933837904;14.0;0.1111111111111111;0.9688239167388721;0.030849693258269417;0.02776714159628653;0.8284915254038179;0.13224028716861969;0.1014199576652265;15.0;0.06666666666666667
474;[427, 475];0.9658814790590711;0.03525094642484925;0.037623873239927594;0.802396453505195;0.17639519392360964;0.22658536283614084;16.0;0.06666666666666667;0.9727179165742915;0.026066355601337413;0.023075092474256917;0.9151375424972876;0.0781069856660928;0.0639604774880514;17.0;0.11111111111111112;0.991276810771561;0.008433436843507057;0.007591428162573835;0.8145523430652634;0.17231900802393277;0.1593089343280182;17.0;0.044444444444444446;0.9466187822045897;0.052931629860981745;0.033101755095647875;0.8625169447880242;0.14712370492236632;0.23781130250483562;14.0;0.1111111111111111;0.9673033373903484;0.032224767363485174;0.029374936812994912;0.9355245321275765;0.05836097644909998;0.028595479208968315;14.0;0.06666666666666667
475;[428, 476];0.961794704522948;0.03870144566592791;0.03274947847420258;0.7815371428367515;0.18966600586410953;0.23703281783199603;16.0;0.08888888888888889;0.9727179165742913;0.02606635560133717;0.01819830890938974;0.9151375424972876;0.0781069856660928;0.0639604774880514;17.0;0.11111111111111112;0.9941482710648063;0.005773492445899072;0.005439594923933719;0.9346062324545015;0.05923630142030885;0.04374545263197102;17.0;0.044444444444444446;0.9543531853677626;0.045294539242459374;0.034413149505919394;0.8467132018086354;0.1551882643916763;0.22390057933837904;14.0;0.1111111111111111;0.9673033373903481;0.03222476736348517;0.027196848633427147;0.9355245321275765;0.05836097644910043;0.06311327607339291;14.0;0.06666666666666667
476;[429, 477];0.9751609261577058;0.0248828979331118;0.021343260588002715;0.8549016232917149;0.14756223630584728;0.206302328360603;16.0;0.08888888888888889;0.9750377405535212;0.02423796083592117;0.019377951781558156;0.9151375424972876;0.0781069856660928;0.0639604774880514;17.0;0.11111111111111112;0.9941482710648061;0.005773492445899314;0.005759565049182192;0.8145523430652634;0.17231900802393277;0.1593089343280182;17.0;0.06666666666666667;0.9543531853677626;0.045294539242459374;0.034413149505919394;0.9269924126604479;0.06907233502781082;0.06698729810778069;14.0;0.1111111111111111;0.9636326324663973;0.035154812523632194;0.02709945338329761;0.9355245321275765;0.05836097644909998;0.028595479208968315;14.0;0.08888888888888889
477;[430, 478];0.9780323864509511;0.0223153100722633;0.023470441551683447;0.93102562070795;0.060196592948233346;0.036378229648959315;16.0;0.08888888888888889;0.9750377405535212;0.02423796083592117;0.023669073412375428;0.9151375424972876;0.0781069856660928;0.0639604774880514;17.0;0.11111111111111112;0.9974080573395325;0.0025306220531242205;0.002409459684171575;0.8145523430652634;0.17231900802393277;0.1593089343280182;17.0;0.06666666666666667;0.9543531853677626;0.045294539242459374;0.034413149505919394;0.9513282751069652;0.04725710404398352;0.03368715727290414;14.0;0.1111111111111111;0.9725947309701066;0.027026208530179004;0.019504392658557503;0.9355245321275765;0.05836097644909998;0.028595479208968315;14.0;0.08888888888888889
478;[431, 479];0.9754661912633522;0.024472071015468198;0.020864014593999933;0.9337851376692216;0.06368767510851198;0.053097831784164315;16.0;0.08888888888888889;0.9727179165742915;0.026066355601337413;0.023075092474256917;0.9151375424972876;0.0781069856660928;0.0639604774880514;17.0;0.11111111111111112;0.99566885041333;0.004317087184806331;0.004395520118612012;0.7182172900430885;0.20899130617146996;0.22052463800650246;17.0;0.06666666666666667;0.9636326324663971;0.03515481252363195;0.02271734913982989;0.9513282751069652;0.04725710404398352;0.03368715727290414;14.0;0.1111111111111111;0.9816800150780008;0.017771975960086072;0.012738891114677275;0.8223773393621181;0.17115365265002777;0.18899576603592688;14.0;0.08888888888888889
479;[432, 480];0.9725947309701068;0.02702620853017901;0.018192331649004984;0.8340423126232713;0.16301782493737846;0.24862516313218644;16.0;0.08888888888888889;0.9764887308055261;0.022208058323393533;0.014640850372428127;0.8145523430652634;0.17231900802393277;0.1593089343280182;17.0;0.11111111111111112;0.9924090641386039;0.007548406613879531;0.005174916676877966;0.8340210330224772;0.15811503680854055;0.13909390947193784;17.0;0.06666666666666667;0.9603005650288956;0.03764399479693084;0.020183996966884013;0.9269924126604479;0.06907233502781082;0.06698729810778069;14.0;0.1111111111111111;0.9784202288032747;0.02091266802966534;0.017810618141633403;0.8223773393621181;0.17115365265002777;0.18899576603592688;14.0;0.08888888888888889
