;Unnamed: 0;frame_time;total_pacotes;total_pacotes_icmp;total_pacotes_udp;total_pacotes_tcp;maior_pacote;menor_pacote;soma_pacotes;total_ips_origem;total_ips_destino;porta_origem_mais_frequente;porta_destino_mais_frequente;has_bot;has_bot_origem_destino
382;181;"0    Sep  6, 2018 13:05:20.111535000 -03
Name: time, dtype: object";76244;0;0;76182;90;60;4576086;11;38080;0;0;1;1
383;182;"0    Sep  6, 2018 13:06:20.138563000 -03
Name: time, dtype: object";75978;4;0;75908;110;60;4560820;15;37919;0;0;1;1
384;183;"0    Sep  6, 2018 13:07:20.207308000 -03
Name: time, dtype: object";75922;8;0;75862;90;60;4556824;14;37921;0;0;1;1
385;184;"0    Sep  6, 2018 13:08:20.245342000 -03
Name: time, dtype: object";75998;10;0;75920;90;60;4562082;21;37920;0;0;1;1
386;185;"0    Sep  6, 2018 13:09:20.146419000 -03
Name: time, dtype: object";75922;10;0;75852;182;60;4557034;15;37920;0;0;1;1
387;186;"0    Sep  6, 2018 13:10:20.081242000 -03
Name: time, dtype: object";75930;6;0;75860;90;60;4557336;11;37923;0;0;1;1
388;187;"0    Sep  6, 2018 13:11:20.039291000 -03
Name: time, dtype: object";75820;8;0;75744;90;60;4550868;16;37861;0;0;1;1
389;188;"0    Sep  6, 2018 13:12:20.000095000 -03
Name: time, dtype: object";76062;10;0;75998;90;60;4565136;19;37979;0;0;1;1
390;189;"0    Sep  6, 2018 13:13:20.182273000 -03
Name: time, dtype: object";75620;10;0;75546;90;60;4538814;16;37761;0;0;1;1
391;190;"0    Sep  6, 2018 13:14:20.123586000 -03
Name: time, dtype: object";75614;18;0;75544;110;60;4538626;23;37761;0;0;1;1
392;191;"0    Sep  6, 2018 13:15:20.026428000 -03
Name: time, dtype: object";76584;8;0;76512;90;60;4596814;19;38243;0;0;1;1
393;192;"0    Sep  6, 2018 13:16:20.328542000 -03
Name: time, dtype: object";75670;10;0;75592;90;60;4542326;16;37762;0;0;1;1
394;193;"0    Sep  6, 2018 13:17:20.000518000 -03
Name: time, dtype: object";76024;18;0;75942;90;60;4564032;21;37922;0;0;1;1
395;194;"0    Sep  6, 2018 13:18:20.039510000 -03
Name: time, dtype: object";76576;14;0;76498;90;60;4596388;14;38238;0;0;1;1
396;195;"0    Sep  6, 2018 13:19:20.348847000 -03
Name: time, dtype: object";75626;8;0;75560;90;60;4539120;13;37761;0;0;1;1
397;196;"0    Sep  6, 2018 13:20:20.030557000 -03
Name: time, dtype: object";75934;12;0;75856;90;60;4557808;15;37921;0;0;1;1
398;197;"0    Sep  6, 2018 13:21:20.034833000 -03
Name: time, dtype: object";76286;18;0;76212;110;60;4579184;21;38079;0;0;1;1
399;198;"0    Sep  6, 2018 13:22:20.000126000 -03
Name: time, dtype: object";75982;24;0;75894;90;60;4561222;23;37921;0;0;1;1
400;199;"0    Sep  6, 2018 13:23:20.094348000 -03
Name: time, dtype: object";75946;14;0;75866;90;60;4558674;17;37922;0;0;1;1
401;200;"0    Sep  6, 2018 13:24:20.045914000 -03
Name: time, dtype: object";76270;10;0;76194;90;60;4578052;16;38085;0;0;1;1
402;0;"0    Sep  6, 2018 13:25:20.027449000 -03
Name: time, dtype: object";75944;8;0;75882;90;60;4558278;14;37918;0;0;1;1
403;1;"0    Sep  6, 2018 13:26:20.223103000 -03
Name: time, dtype: object";75946;12;0;75866;90;60;4558572;17;37921;0;0;1;1
404;2;"0    Sep  6, 2018 13:27:20.046483000 -03
Name: time, dtype: object";76266;12;0;76202;90;60;4577504;20;38081;0;0;1;1
405;3;"0    Sep  6, 2018 13:28:20.043506000 -03
Name: time, dtype: object";75966;10;0;75896;90;60;4559928;17;37923;0;0;1;1
406;4;"0    Sep  6, 2018 13:29:20.228674000 -03
Name: time, dtype: object";75920;6;0;75854;110;60;4556898;13;37918;0;0;1;1
407;5;"0    Sep  6, 2018 13:30:20.367190000 -03
Name: time, dtype: object";75610;6;0;75538;110;60;4538336;11;37758;0;0;1;1
408;6;"0    Sep  6, 2018 13:31:20.058469000 -03
Name: time, dtype: object";76274;10;0;76208;90;60;4578056;18;38082;0;0;1;1
409;7;"0    Sep  6, 2018 13:32:20.224756000 -03
Name: time, dtype: object";75994;10;0;75924;90;60;4561836;17;37922;0;0;1;1
410;8;"0    Sep  6, 2018 13:33:20.185876000 -03
Name: time, dtype: object";75630;10;0;75564;90;60;4539660;17;37754;0;0;1;1
411;9;"0    Sep  6, 2018 13:34:20.053799000 -03
Name: time, dtype: object";76610;16;0;76534;90;60;4598380;26;38236;0;0;1;1
412;10;"0    Sep  6, 2018 13:35:20.221522000 -03
Name: time, dtype: object";75982;8;0;75910;182;60;4561174;15;37923;0;0;1;1
413;11;"0    Sep  6, 2018 13:36:20.433733000 -03
Name: time, dtype: object";75642;10;0;75572;90;60;4540358;16;37762;0;0;1;1
414;12;"0    Sep  6, 2018 13:37:20.106246000 -03
Name: time, dtype: object";76254;10;0;76186;90;60;4576772;17;38080;0;0;1;1
415;13;"0    Sep  6, 2018 13:38:20.122564000 -03
Name: time, dtype: object";75942;6;0;75880;90;60;4558204;18;37913;0;0;1;1
416;14;"0    Sep  6, 2018 13:39:20.009943000 -03
Name: time, dtype: object";75726;6;0;75660;90;60;4545948;17;37762;0;0;1;1
417;15;"0    Sep  6, 2018 13:40:20.023520000 -03
Name: time, dtype: object";76037;8;0;75969;90;60;4564442;25;37938;0;0;1;1
418;16;"0    Sep  6, 2018 13:41:20.000077000 -03
Name: time, dtype: object";76589;6;0;76513;90;60;4597462;16;38225;0;0;1;1
419;17;"0    Sep  6, 2018 13:42:20.374182000 -03
Name: time, dtype: object";75642;12;0;75566;145;60;4540648;18;37762;0;0;1;1
420;18;"0    Sep  6, 2018 13:43:20.047421000 -03
Name: time, dtype: object";76000;0;0;75952;90;60;4561932;17;37916;0;0;1;1
421;19;"0    Sep  6, 2018 13:44:20.040975000 -03
Name: time, dtype: object";76254;2;0;76190;90;60;4576656;16;38085;0;0;1;1
422;20;"0    Sep  6, 2018 13:45:20.288379000 -03
Name: time, dtype: object";76014;8;0;75960;90;60;4562668;22;37922;0;0;1;1
423;21;"0    Sep  6, 2018 13:46:20.381377000 -03
Name: time, dtype: object";75648;14;0;75564;145;60;4541036;21;37761;0;0;1;1
424;22;"0    Sep  6, 2018 13:47:20.053621000 -03
Name: time, dtype: object";76642;8;0;76590;90;60;4600376;22;38238;0;0;1;1
425;23;"0    Sep  6, 2018 13:48:20.347511000 -03
Name: time, dtype: object";75652;12;0;75600;110;60;4540896;16;37762;0;0;1;1
426;24;"0    Sep  6, 2018 13:49:20.030979000 -03
Name: time, dtype: object";75926;10;0;75868;90;60;4556960;16;37921;0;0;1;1
427;25;"0    Sep  6, 2018 13:50:20.233410000 -03
Name: time, dtype: object";75956;12;0;75880;110;60;4559374;14;37917;0;0;1;1
428;26;"0    Sep  6, 2018 13:51:20.291660000 -03
Name: time, dtype: object";75654;12;0;75574;90;60;4541302;20;37755;0;0;1;1
429;27;"0    Sep  6, 2018 13:52:20.062588000 -03
Name: time, dtype: object";76264;16;0;76196;90;60;4577612;18;38081;0;0;1;1
430;28;"0    Sep  6, 2018 13:53:20.274505000 -03
Name: time, dtype: object";75960;14;0;75882;90;60;4559520;19;37920;0;0;1;1
431;29;"0    Sep  6, 2018 13:54:20.092652000 -03
Name: time, dtype: object";75932;18;0;75844;90;60;4557796;15;37917;0;0;1;1
432;30;"0    Sep  6, 2018 13:55:20.113178000 -03
Name: time, dtype: object";75938;14;0;75862;110;60;4558008;19;37920;0;0;1;1
433;31;"0    Sep  6, 2018 13:56:20.078738000 -03
Name: time, dtype: object";76256;10;0;76182;90;60;4577078;12;38077;0;0;1;1
434;32;"0    Sep  6, 2018 13:57:20.261672000 -03
Name: time, dtype: object";75626;8;0;75564;110;60;4539170;14;37763;0;0;1;1
435;33;"0    Sep  6, 2018 13:58:20.197749000 -03
Name: time, dtype: object";75936;10;0;75864;90;60;4557778;16;37919;0;0;1;1
436;34;"0    Sep  6, 2018 13:59:20.014648000 -03
Name: time, dtype: object";76556;8;0;76492;145;60;4595084;13;38236;0;0;1;1
437;35;"0    Sep  6, 2018 14:00:20.557869000 -03
Name: time, dtype: object";75592;6;0;75540;90;60;4536660;16;37757;0;0;1;1
438;36;"0    Sep  6, 2018 14:01:20.312050000 -03
Name: time, dtype: object";75640;12;0;75574;90;60;4540186;18;37760;0;0;1;1
439;37;"0    Sep  6, 2018 14:02:20.061731000 -03
Name: time, dtype: object";76288;8;0;76226;110;60;4579282;15;38082;0;0;1;1
440;38;"0    Sep  6, 2018 14:03:20.001554000 -03
Name: time, dtype: object";76290;8;0;76220;145;60;4579450;20;38080;0;0;1;1
441;39;"0    Sep  6, 2018 14:04:20.421878000 -03
Name: time, dtype: object";75626;0;0;75570;90;60;4539148;11;37764;0;0;1;1
442;40;"0    Sep  6, 2018 14:05:20.105636000 -03
Name: time, dtype: object";76280;10;0;76212;90;60;4578520;17;38082;0;0;1;1
443;41;"0    Sep  6, 2018 14:06:20.015742000 -03
Name: time, dtype: object";75950;14;0;75894;90;60;4558632;19;37919;0;0;1;1
444;42;"0    Sep  6, 2018 14:07:20.476290000 -03
Name: time, dtype: object";75638;10;0;75574;90;60;4539976;19;37762;0;0;1;1
445;43;"0    Sep  6, 2018 14:08:20.152038000 -03
Name: time, dtype: object";76266;16;0;76202;145;60;4577702;17;38081;0;0;1;1
446;44;"0    Sep  6, 2018 14:09:20.388964000 -03
Name: time, dtype: object";75626;12;0;75562;110;60;4539234;17;37763;0;0;1;1
447;45;"0    Sep  6, 2018 14:10:20.121180000 -03
Name: time, dtype: object";75918;8;0;75858;90;60;4556442;12;37924;0;0;1;1
448;46;"0    Sep  6, 2018 14:11:20.172211000 -03
Name: time, dtype: object";76332;12;0;76252;145;60;4582328;23;38084;0;0;1;1
449;47;"0    Sep  6, 2018 14:12:20.203740000 -03
Name: time, dtype: object";75916;8;0;75864;90;60;4556112;18;37917;0;0;1;1
450;48;"0    Sep  6, 2018 14:13:20.152337000 -03
Name: time, dtype: object";75926;10;0;75864;90;60;4556938;16;37922;0;0;1;1
451;49;"0    Sep  6, 2018 14:14:20.198111000 -03
Name: time, dtype: object";75926;14;0;75856;90;60;4557162;17;37917;0;0;1;1
452;50;"0    Sep  6, 2018 14:15:20.227882000 -03
Name: time, dtype: object";75968;6;0;75898;90;60;4560006;19;37917;0;0;1;1
453;51;"0    Sep  6, 2018 14:16:20.024552000 -03
Name: time, dtype: object";76274;12;0;76198;90;60;4578438;18;38074;0;0;1;1
454;52;"0    Sep  6, 2018 14:17:20.223980000 -03
Name: time, dtype: object";75956;18;0;75874;182;60;4559424;24;37922;0;0;1;1
455;53;"0    Sep  6, 2018 14:18:20.251263000 -03
Name: time, dtype: object";75636;6;0;75574;90;60;4539792;16;37760;0;0;1;1
456;54;"0    Sep  6, 2018 14:19:20.075675000 -03
Name: time, dtype: object";75944;6;0;75866;145;60;4558518;16;37924;0;0;1;1
457;55;"0    Sep  6, 2018 14:20:20.019006000 -03
Name: time, dtype: object";76258;12;0;76198;90;60;4576984;18;38078;0;0;1;1
458;56;"0    Sep  6, 2018 14:21:20.112742000 -03
Name: time, dtype: object";75930;8;0;75866;90;60;4557296;14;37921;0;0;1;1
459;57;"0    Sep  6, 2018 14:22:20.210979000 -03
Name: time, dtype: object";75962;8;0;75892;110;60;4559558;12;37921;0;0;1;1
460;58;"0    Sep  6, 2018 14:23:20.048110000 -03
Name: time, dtype: object";75918;10;0;75854;90;60;4556470;12;37924;0;0;1;1
461;59;"0    Sep  6, 2018 14:24:20.158089000 -03
Name: time, dtype: object";75940;6;0;75880;90;60;4557934;14;37918;0;0;1;1
462;60;"0    Sep  6, 2018 14:25:20.048943000 -03
Name: time, dtype: object";76334;10;0;76258;110;60;4582378;21;38078;0;0;1;1
463;61;"0    Sep  6, 2018 14:26:20.047244000 -03
Name: time, dtype: object";75964;18;0;75882;90;60;4559856;19;37922;0;0;1;1
464;62;"0    Sep  6, 2018 14:27:20.299380000 -03
Name: time, dtype: object";75968;16;0;75896;90;60;4559996;19;37919;0;0;1;1
465;63;"0    Sep  6, 2018 14:28:20.073071000 -03
Name: time, dtype: object";76326;16;0;76240;90;60;4581892;21;38079;0;0;1;1
466;64;"0    Sep  6, 2018 14:29:20.285242000 -03
Name: time, dtype: object";75658;8;0;75588;90;60;4541544;15;37763;0;0;1;1
467;65;"0    Sep  6, 2018 14:30:20.150590000 -03
Name: time, dtype: object";75950;14;0;75870;90;60;4558520;21;37924;0;0;1;1
468;66;"0    Sep  6, 2018 14:31:20.007467000 -03
Name: time, dtype: object";76590;18;0;76510;90;60;4597234;21;38240;0;0;1;1
469;67;"0    Sep  6, 2018 14:32:20.049231000 -03
Name: time, dtype: object";75610;14;0;75542;145;60;4538108;18;37762;0;0;1;1
470;68;"0    Sep  6, 2018 14:33:20.207429000 -03
Name: time, dtype: object";75922;16;0;75858;90;60;4556728;16;37922;0;0;1;1
471;69;"0    Sep  6, 2018 14:34:20.121269000 -03
Name: time, dtype: object";76344;6;0;76270;90;60;4583020;15;38083;0;0;1;1
472;70;"0    Sep  6, 2018 14:35:20.162537000 -03
Name: time, dtype: object";75994;8;0;75916;90;60;4561712;19;37922;0;0;1;1
473;71;"0    Sep  6, 2018 14:36:20.135360000 -03
Name: time, dtype: object";75970;20;0;75886;90;60;4560144;21;37921;0;0;1;1
474;72;"0    Sep  6, 2018 14:37:20.137901000 -03
Name: time, dtype: object";76258;8;0;76188;145;60;4577298;12;38084;0;0;1;1
475;73;"0    Sep  6, 2018 14:38:20.062237000 -03
Name: time, dtype: object";75946;16;0;75886;90;60;4558402;17;37919;0;0;1;1
476;74;"0    Sep  6, 2018 14:39:20.313641000 -03
Name: time, dtype: object";75634;4;0;75584;90;60;4539472;14;37761;0;0;1;1
477;75;"0    Sep  6, 2018 14:40:20.008118000 -03
Name: time, dtype: object";76566;10;0;76498;90;60;4595534;14;38245;0;0;1;1
478;76;"0    Sep  6, 2018 14:41:20.211562000 -03
Name: time, dtype: object";75946;10;0;75872;90;60;4558382;19;37923;0;0;1;1
479;77;"0    Sep  6, 2018 14:42:20.358770000 -03
Name: time, dtype: object";75622;12;0;75546;90;60;4539094;19;37761;0;0;1;1
480;78;"0    Sep  6, 2018 14:43:20.143199000 -03
Name: time, dtype: object";76324;10;0;76250;90;60;4581202;16;38111;0;0;1;1
481;79;"0    Sep  6, 2018 14:44:20.000076000 -03
Name: time, dtype: object";76198;6;0;76130;90;60;4573400;13;38049;0;0;1;1
482;80;"0    Sep  6, 2018 14:45:20.473868000 -03
Name: time, dtype: object";75644;16;0;75562;110;60;4540654;19;37761;0;0;1;1
483;81;"0    Sep  6, 2018 14:46:20.139116000 -03
Name: time, dtype: object";76304;4;0;76240;90;60;4580306;13;38077;0;0;1;1
484;82;"0    Sep  6, 2018 14:47:20.010473000 -03
Name: time, dtype: object";76294;6;0;76228;145;60;4579862;15;38073;0;0;1;1
485;83;"0    Sep  6, 2018 14:48:20.506489000 -03
Name: time, dtype: object";75594;8;0;75536;145;60;4537134;16;37757;0;0;1;1
486;84;"0    Sep  6, 2018 14:49:20.185712000 -03
Name: time, dtype: object";76048;2;0;76008;90;60;4564928;21;37921;0;0;1;1
487;85;"0    Sep  6, 2018 14:50:20.044343000 -03
Name: time, dtype: object";76580;12;0;76512;90;60;4596314;17;38244;0;0;1;1
488;86;"0    Sep  6, 2018 14:51:20.562846000 -03
Name: time, dtype: object";75690;6;0;75638;90;60;4543414;18;37763;0;0;1;1
489;87;"0    Sep  6, 2018 14:52:20.237837000 -03
Name: time, dtype: object";75944;18;0;75890;110;60;4558124;18;37918;0;0;1;1
490;88;"0    Sep  6, 2018 14:53:20.052243000 -03
Name: time, dtype: object";76322;14;0;76242;90;60;4581446;20;38076;0;0;1;1
491;89;"0    Sep  6, 2018 14:54:20.331359000 -03
Name: time, dtype: object";75620;6;0;75550;90;60;4538742;19;37758;0;0;1;1
492;90;"0    Sep  6, 2018 14:55:20.285680000 -03
Name: time, dtype: object";75608;4;0;75530;90;60;4538116;10;37756;0;0;1;1
493;91;"0    Sep  6, 2018 14:56:20.062602000 -03
Name: time, dtype: object";76590;12;0;76508;145;60;4597272;18;38240;0;0;1;1
494;92;"0    Sep  6, 2018 14:57:20.155091000 -03
Name: time, dtype: object";75946;10;0;75872;110;60;4558492;14;37918;0;0;1;1
495;93;"0    Sep  6, 2018 14:58:20.159385000 -03
Name: time, dtype: object";75630;12;0;75568;145;60;4539600;16;37764;0;0;1;1
496;94;"0    Sep  6, 2018 14:59:20.123952000 -03
Name: time, dtype: object";76228;12;0;76174;90;60;4575016;15;38082;0;0;1;1
497;95;"0    Sep  6, 2018 15:00:20.220205000 -03
Name: time, dtype: object";75914;10;0;75864;110;60;4556100;17;37922;0;0;1;1
498;96;"0    Sep  6, 2018 15:01:20.067568000 -03
Name: time, dtype: object";75924;4;0;75862;90;60;4556980;12;37921;0;0;1;1
499;97;"0    Sep  6, 2018 15:02:20.148580000 -03
Name: time, dtype: object";76248;6;0;76190;90;60;4576300;19;38081;0;0;1;1
500;98;"0    Sep  6, 2018 15:03:20.410457000 -03
Name: time, dtype: object";75610;8;0;75538;90;60;4538258;14;37760;0;0;1;1
501;99;"0    Sep  6, 2018 15:04:20.073943000 -03
Name: time, dtype: object";75924;4;0;75860;90;60;4556822;11;37923;0;0;1;1
502;100;"0    Sep  6, 2018 15:05:20.130206000 -03
Name: time, dtype: object";76242;8;0;76168;110;60;4576182;15;38075;0;0;1;1
503;101;"0    Sep  6, 2018 15:06:20.269171000 -03
Name: time, dtype: object";75886;10;0;75812;90;60;4555150;10;37883;0;0;1;1
504;102;"0    Sep  6, 2018 15:07:20.000114000 -03
Name: time, dtype: object";76012;2;0;75954;90;60;4562232;13;37956;0;0;1;1
505;103;"0    Sep  6, 2018 15:08:20.108096000 -03
Name: time, dtype: object";76270;12;0;76180;145;60;4578224;17;38077;0;0;1;1
506;104;"0    Sep  6, 2018 15:09:20.319283000 -03
Name: time, dtype: object";75984;18;0;75906;90;60;4561192;21;37923;0;0;1;1
507;105;"0    Sep  6, 2018 15:10:20.435245000 -03
Name: time, dtype: object";75606;8;0;75542;145;60;4537876;13;37761;0;0;1;1
508;106;"0    Sep  6, 2018 15:11:20.107224000 -03
Name: time, dtype: object";76270;12;0;76212;90;60;4577704;18;38076;0;0;1;1
509;107;"0    Sep  6, 2018 15:12:20.336641000 -03
Name: time, dtype: object";75612;12;0;75542;90;60;4538164;21;37756;0;0;1;1
510;108;"0    Sep  6, 2018 15:13:20.003870000 -03
Name: time, dtype: object";76248;12;0;76192;90;60;4576068;22;38085;0;0;1;1
511;109;"0    Sep  6, 2018 15:14:20.154320000 -03
Name: time, dtype: object";75950;16;0;75868;90;60;4558810;20;37923;0;0;1;1
512;110;"0    Sep  6, 2018 15:15:20.020945000 -03
Name: time, dtype: object";75948;12;0;75878;90;60;4558434;20;37923;0;0;1;1
513;111;"0    Sep  6, 2018 15:16:20.025741000 -03
Name: time, dtype: object";76068;0;0;76012;145;60;4565480;13;37992;0;0;1;1
514;112;"0    Sep  6, 2018 15:17:20.000025000 -03
Name: time, dtype: object";76132;12;0;76072;110;60;4569492;16;38013;0;0;1;1
515;113;"0    Sep  6, 2018 15:18:20.370123000 -03
Name: time, dtype: object";75596;2;0;75542;145;60;4537080;12;37762;0;0;1;1
516;114;"0    Sep  6, 2018 15:19:20.034088000 -03
Name: time, dtype: object";76006;10;0;75954;110;60;4562400;16;37924;0;0;1;1
517;115;"0    Sep  6, 2018 15:20:20.061862000 -03
Name: time, dtype: object";76254;16;0;76184;90;60;4576814;17;38085;0;0;1;1
518;116;"0    Sep  6, 2018 15:21:20.166092000 -03
Name: time, dtype: object";76012;10;0;75936;90;60;4563052;17;37924;0;0;1;1
519;117;"0    Sep  6, 2018 15:22:20.040456000 -03
Name: time, dtype: object";75946;10;0;75872;90;60;4558592;15;37918;0;0;1;1
520;118;"0    Sep  6, 2018 15:23:20.140943000 -03
Name: time, dtype: object";76238;2;0;76170;145;60;4575868;10;38076;0;0;1;1
521;119;"0    Sep  6, 2018 15:24:20.378366000 -03
Name: time, dtype: object";75636;10;0;75574;90;60;4539884;19;37750;0;0;1;1
522;120;"0    Sep  6, 2018 15:25:20.043843000 -03
Name: time, dtype: object";76268;10;0;76208;90;60;4577684;14;38076;0;0;1;1
523;121;"0    Sep  6, 2018 15:26:20.141827000 -03
Name: time, dtype: object";76236;14;0;76180;90;60;4575360;20;38074;0;0;1;1
524;122;"0    Sep  6, 2018 15:27:20.421452000 -03
Name: time, dtype: object";75592;18;0;75526;90;60;4536982;19;37751;0;0;1;1
525;123;"0    Sep  6, 2018 15:28:20.103424000 -03
Name: time, dtype: object";75916;4;0;75862;87;60;4556326;11;37913;0;0;1;1
526;124;"0    Sep  6, 2018 15:29:20.023515000 -03
Name: time, dtype: object";76672;14;0;76594;90;60;4602866;24;38234;0;0;1;1
527;125;"0    Sep  6, 2018 15:30:20.486537000 -03
Name: time, dtype: object";75596;8;0;75528;90;60;4537350;10;37753;0;0;1;1
528;126;"0    Sep  6, 2018 15:31:20.167261000 -03
Name: time, dtype: object";75920;10;0;75858;87;60;4556548;15;37916;0;0;1;1
529;127;"0    Sep  6, 2018 15:32:20.124096000 -03
Name: time, dtype: object";76590;6;0;76530;145;60;4597160;11;38243;0;0;1;1
530;128;"0    Sep  6, 2018 15:33:20.526160000 -03
Name: time, dtype: object";75598;6;0;75542;90;60;4537158;15;37757;0;0;1;1
531;129;"0    Sep  6, 2018 15:34:20.231851000 -03
Name: time, dtype: object";75721;18;0;75647;110;60;4544968;20;37810;0;0;1;1
532;130;"0    Sep  6, 2018 15:35:20.000023000 -03
Name: time, dtype: object";76501;6;0;76433;90;60;4591876;15;38193;0;0;1;1
533;131;"0    Sep  6, 2018 15:36:20.175965000 -03
Name: time, dtype: object";75978;8;0;75918;87;60;4560488;16;37921;0;0;1;1
534;132;"0    Sep  6, 2018 15:37:20.558789000 -03
Name: time, dtype: object";75674;16;0;75596;145;60;4542838;19;37756;0;0;1;1
535;133;"0    Sep  6, 2018 15:38:20.222022000 -03
Name: time, dtype: object";75916;8;0;75864;90;60;4556084;17;37919;0;0;1;1
536;134;"0    Sep  6, 2018 15:39:20.055664000 -03
Name: time, dtype: object";76252;12;0;76190;90;60;4576618;20;38078;0;0;1;1
537;135;"0    Sep  6, 2018 15:40:20.490224000 -03
Name: time, dtype: object";75592;10;0;75534;90;60;4536710;15;37759;0;0;1;1
538;136;"0    Sep  6, 2018 15:41:20.235394000 -03
Name: time, dtype: object";75902;6;0;75844;182;60;4555634;9;37919;0;0;1;1
539;137;"0    Sep  6, 2018 15:42:20.109259000 -03
Name: time, dtype: object";76208;10;0;76142;90;60;4574534;14;38030;0;0;1;1
540;138;"0    Sep  6, 2018 15:43:20.000115000 -03
Name: time, dtype: object";76018;2;0;75950;145;60;4562782;6;37967;0;0;1;1
541;139;"0    Sep  6, 2018 15:44:20.257755000 -03
Name: time, dtype: object";75964;14;0;75896;90;60;4559544;16;37923;0;0;1;1
542;140;"0    Sep  6, 2018 15:45:20.175346000 -03
Name: time, dtype: object";75668;14;0;75604;90;60;4542108;18;37761;0;0;1;1
543;141;"0    Sep  6, 2018 15:46:20.056459000 -03
Name: time, dtype: object";76596;6;0;76536;90;60;4597248;20;38235;0;0;1;1
544;142;"0    Sep  6, 2018 15:47:20.262830000 -03
Name: time, dtype: object";75936;10;0;75868;145;60;4557802;17;37924;0;0;1;1
545;143;"0    Sep  6, 2018 15:48:20.366995000 -03
Name: time, dtype: object";75648;10;0;75592;90;60;4540326;22;37763;0;0;1;1
546;144;"0    Sep  6, 2018 15:49:20.067370000 -03
Name: time, dtype: object";76350;22;0;76274;90;60;4583386;27;38079;0;0;1;1
547;145;"0    Sep  6, 2018 15:50:20.035349000 -03
Name: time, dtype: object";76236;6;0;76176;90;60;4575428;11;38080;0;0;1;1
548;146;"0    Sep  6, 2018 15:51:20.420784000 -03
Name: time, dtype: object";75636;8;0;75574;87;60;4539626;19;37758;0;0;1;1
549;147;"0    Sep  6, 2018 15:52:20.090386000 -03
Name: time, dtype: object";76242;6;0;76184;90;60;4575826;13;38083;0;0;1;1
550;148;"0    Sep  6, 2018 15:53:20.118771000 -03
Name: time, dtype: object";75956;8;0;75884;110;60;4559206;14;37916;0;0;1;1
551;149;"0    Sep  6, 2018 15:54:20.033730000 -03
Name: time, dtype: object";75978;10;0;75904;90;60;4560654;17;37919;0;0;1;1
552;150;"0    Sep  6, 2018 15:55:20.121550000 -03
Name: time, dtype: object";76322;20;0;76242;110;60;4581376;26;38081;0;0;1;1
553;151;"0    Sep  6, 2018 15:56:20.148929000 -03
Name: time, dtype: object";75976;22;0;75896;145;60;4560588;23;37923;0;0;1;1
554;152;"0    Sep  6, 2018 15:57:20.477845000 -03
Name: time, dtype: object";75638;12;0;75578;90;60;4539862;19;37761;0;0;1;1
555;153;"0    Sep  6, 2018 15:58:20.146664000 -03
Name: time, dtype: object";76262;10;0;76196;90;60;4577248;13;38084;0;0;1;1
556;154;"0    Sep  6, 2018 15:59:20.184484000 -03
Name: time, dtype: object";75952;10;0;75890;90;60;4558900;16;37917;0;0;1;1
557;155;"0    Sep  6, 2018 16:00:20.231064000 -03
Name: time, dtype: object";75952;18;0;75884;90;60;4558870;26;37915;0;0;1;1
558;156;"0    Sep  6, 2018 16:01:20.128723000 -03
Name: time, dtype: object";76232;8;0;76168;90;60;4575362;12;38079;0;0;1;1
559;157;"0    Sep  6, 2018 16:02:20.247250000 -03
Name: time, dtype: object";75938;6;0;75868;110;60;4558002;17;37919;0;0;1;1
560;158;"0    Sep  6, 2018 16:03:20.360282000 -03
Name: time, dtype: object";75618;10;0;75558;90;60;4538650;17;37757;0;0;1;1
561;159;"0    Sep  6, 2018 16:04:20.042817000 -03
Name: time, dtype: object";76634;14;0;76560;87;60;4600224;18;38236;0;0;1;1
562;160;"0    Sep  6, 2018 16:05:20.313501000 -03
Name: time, dtype: object";75698;8;0;75622;87;60;4543824;21;37770;0;0;1;1
563;161;"0    Sep  6, 2018 16:06:20.000002000 -03
Name: time, dtype: object";75910;14;0;75836;87;60;4556252;15;37909;0;0;1;1
564;162;"0    Sep  6, 2018 16:07:20.154991000 -03
Name: time, dtype: object";76574;6;0;76512;90;60;4595770;17;38238;0;0;1;1
565;163;"0    Sep  6, 2018 16:08:20.346462000 -03
Name: time, dtype: object";75608;8;0;75536;90;60;4537978;14;37757;0;0;1;1
566;164;"0    Sep  6, 2018 16:09:20.013992000 -03
Name: time, dtype: object";76010;2;0;75942;90;60;4562772;18;37922;0;0;1;1
567;165;"0    Sep  6, 2018 16:10:20.168469000 -03
Name: time, dtype: object";76084;8;0;76012;110;60;4566620;13;37991;0;0;1;1
568;166;"0    Sep  6, 2018 16:11:20.000142000 -03
Name: time, dtype: object";76108;16;0;76040;145;60;4568130;20;37994;0;0;1;1
569;167;"0    Sep  6, 2018 16:12:20.000218000 -03
Name: time, dtype: object";76020;8;0;75962;90;60;4562846;21;37925;0;0;1;1
570;168;"0    Sep  6, 2018 16:13:20.174444000 -03
Name: time, dtype: object";75978;18;0;75900;145;60;4560720;21;37919;0;0;1;1
571;169;"0    Sep  6, 2018 16:14:20.430123000 -03
Name: time, dtype: object";75600;10;0;75548;90;60;4537214;14;37762;0;0;1;1
572;170;"0    Sep  6, 2018 16:15:20.300525000 -03
Name: time, dtype: object";75926;16;0;75850;87;60;4557260;15;37913;0;0;1;1
573;171;"0    Sep  6, 2018 16:16:20.230130000 -03
Name: time, dtype: object";75906;4;0;75838;87;60;4555732;9;37914;0;0;1;1
